YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF RATING RANK,RPPF RATING,NPB RATING RANK,NPB RATING,RADJ O RANK,RADJ O,RADJ D RANK,RADJ D,RADJ EM RANK,RADJ EM,R SOS RANK,R SOS,STROE RANK,STROE,STRDE RANK,STRDE,STRT+ RANK,STREM RANK,STREM
2023,976,Michigan St.,7,16,37,0.839,45,0.8769,40,113.5,21,94.2,,19.3,62,0.7266,73,84.08,69,91.87,42,30,-7.79
2023,975,Mississippi St.,11,68,58,0.8037,61,0.8649,7,120,47,95.9,,24.1,49,0.692,212,72.27,23,84.38,30,46,-12.11
2023,974,Missouri,7,32,45,0.8296,42,0.8783,7,121,6,88.1,,32.9,5,0.7905,7,99.96,132,98.13,85,54,1.83
2023,973,Montana St.,14,64,96,0.7384,96,0.8279,4,123,6,92.8,,30.2,18,0.7563,189,74.49,83,93.88,90,109,-19.39
2023,972,Nevada,11,68,67,0.7948,37,0.8837,9,122,39,95.8,,26.2,12,0.7586,83,83.1,64,91.57,48,42,-8.47
2023,971,North Carolina St.,11,64,33,0.8447,25,0.898,3,122.3,81,99.7,,22.6,4,0.763,24,90.57,67,91.65,61,59,-1.08
2023,970,Northern Kentucky,16,64,182,0.611,178,0.7275,2,125.3,33,94.7,,30.6,17,0.7418,278,67.45,221,104.94,197,160,-37.49
2023,969,Northwestern,7,32,31,0.846,21,0.9039,2,125.1,73,99.2,,25.9,7,0.7517,151,76.95,33,87.39,31,39,-10.44
2023,968,Oral Roberts,12,64,73,0.7888,66,0.8633,4,120.8,31,93.2,,27.6,7,0.7536,17,94.02,74,92.57,69,63,1.45
2023,967,Penn St.,10,32,47,0.8277,35,0.885,6,117.8,67,97,,20.8,1,0.744,41,88.11,175,101.03,101,37,-12.92
2023,966,Pittsburgh,11,32,72,0.7908,59,0.8664,157,106.8,28,97.4,,9.4,90,0.6917,26,90.28,143,98.82,105,77,-8.54
2023,965,Princeton,15,16,98,0.7322,85,0.8436,103,108.4,52,97.3,,11.1,157,0.586,102,81.34,131,98.04,112,112,-16.7
2023,964,Providence,11,64,42,0.8338,33,0.8878,62,111.4,240,108.8,,2.6,267,0.5239,18,93.37,108,95.86,74,48,-2.49
2023,963,Purdue,1,64,10,0.9315,7,0.9526,86,107.5,151,101.2,,6.3,220,0.5406,21,91.48,54,90.67,24,3,0.81
2023,962,Saint Mary's,5,32,20,0.8806,14,0.9223,46,112.2,291,110.2,,2,257,0.5297,95,81.85,32,86.62,16,8,-4.77
2023,961,San Diego St.,5,2,17,0.8864,18,0.9119,161,105.5,361,118.8,,-13.3,363,0.4234,79,83.33,14,82.94,8,13,0.39
2023,960,Southeast Missouri St.,16,68,262,0.4872,253,0.6557,142,105.9,289,110.6,,-4.7,330,0.4904,180,75.19,122,97.37,188,248,-22.18
2023,959,TCU,6,32,28,0.8498,34,0.8858,165,105.1,334,115.7,,-10.6,327,0.4697,35,89.49,8,81.44,15,31,8.05
2023,958,Tennessee,4,16,12,0.8989,20,0.9073,1,130,9,92.5,,37.5,22,0.7543,71,84.1,4,77.96,4,5,6.14
2023,957,Texas,2,8,6,0.9411,8,0.9455,12,121.1,93,101.8,,19.3,31,0.7526,15,95.61,6,78.88,5,7,16.73
2023,956,Texas A&M,7,64,23,0.8684,22,0.9017,45,110.6,34,93.1,,17.5,21,0.7655,40,88.28,41,88.47,29,22,-0.19
2023,955,Texas A&M Corpus Chris,16,64,188,0.6023,182,0.7256,62,110.4,14,91.5,,18.9,13,0.7825,100,81.46,174,100.85,170,170,-19.39
2023,954,Texas Southern,16,68,275,0.4647,279,0.6151,37,115.3,22,95.8,,19.5,21,0.7516,295,65.92,142,98.8,219,278,-32.88
2023,953,UC Santa Barbara,14,64,115,0.7035,131,0.7819,29,116.9,4,89.7,,27.2,13,0.7584,108,80.87,216,104.57,150,100,-23.7
2023,952,UCLA,2,16,4,0.9564,5,0.9614,20,116.7,3,87.8,,28.9,26,0.7347,37,88.83,3,75.7,2,2,13.13
2023,951,UNC Asheville,15,64,185,0.6059,183,0.7252,8,118.3,4,85.7,,32.6,57,0.7012,191,74.43,113,96.3,120,146,-21.87
2023,950,USC,10,64,43,0.8337,40,0.881,3,120.2,122,100,,20.2,37,0.6997,47,87.72,44,88.79,36,38,-1.07
2023,949,Utah St.,10,64,21,0.8781,17,0.9179,16,119.6,114,103.4,,16.2,93,0.6889,14,95.79,51,90.14,31,21,5.65
2023,948,VCU,12,64,61,0.8022,63,0.8647,30,114.6,35,95.9,,18.7,126,0.6393,130,78.63,21,83.97,34,56,-5.34
2023,947,Vermont,15,64,113,0.7113,120,0.7924,87,109.1,169,104.4,,4.7,269,0.5331,127,78.89,205,103.69,150,111,-24.8
2023,946,Virginia,4,64,38,0.8384,48,0.8745,199,102.6,171,104.5,,-1.9,225,0.5527,148,77.11,79,93.21,46,26,-16.1
2023,945,West Virginia,9,64,18,0.8856,15,0.9208,149,103.8,130,100.7,,3.1,250,0.5405,13,95.9,37,87.83,24,20,8.07
2023,944,Xavier,3,16,13,0.8981,13,0.9248,11,116.7,53,94.9,,21.8,48,0.7342,3,102.26,35,87.67,20,19,14.59
2022,943,Akron,13,64,125,0.6515,113,0.7699,29,113.7,9,90.2,,23.5,28,0.7649,188,71.93,262,103.57,198,128,-31.64
2022,942,Alabama,6,64,20,0.8184,26,0.8747,26,116.7,85,100.6,,16.1,54,0.7119,6,98.82,32,84.73,25,30,14.09
2022,941,Arizona,1,16,2,0.9117,2,0.9637,24,117.7,26,94.1,,23.6,27,0.7341,2,104.37,9,76.65,4,6,27.72
2022,940,Arkansas,4,8,22,0.8154,22,0.8788,79,107.6,10,89.8,,17.8,8,0.7278,22,88.86,10,77.09,13,23,11.77
2022,939,Auburn,2,32,12,0.8538,12,0.9091,123,107.5,98,100.6,,6.9,124,0.6288,11,92.14,5,73.89,6,12,18.25
2022,938,Baylor,1,32,6,0.8885,7,0.9277,32,114.5,188,106,,8.5,252,0.5528,10,95.25,13,80.3,5,3,14.95
2022,937,Boise St.,8,64,31,0.7919,25,0.8756,112,107.3,256,108.8,,-1.5,260,0.5502,120,76.33,34,85.52,21,25,-9.19
2022,936,Bryant,16,68,209,0.5368,204,0.6735,79,110.6,40,96.3,,14.3,78,0.6901,96,78.4,148,95.18,163,183,-16.78
2022,935,Cal St. Fullerton,15,64,178,0.5695,170,0.7155,77,108.3,37,93.4,,14.9,24,0.7627,174,72.85,198,99.23,169,148,-26.38
2022,934,Chattanooga,13,64,76,0.7296,63,0.8422,36,113.4,21,93.4,,20,3,0.761,86,79.32,142,94.84,99,69,-15.52
2022,933,Colgate,14,64,138,0.6297,159,0.7299,72,108.6,2,85.4,,23.2,19,0.7393,85,79.36,204,99.81,158,120,-20.45
2022,932,Colorado St.,6,64,40,0.7762,41,0.8557,54,109.8,9,89.7,,20.1,14,0.7217,35,85.67,124,93.83,69,29,-8.16
2022,931,Connecticut,5,64,18,0.8202,20,0.8811,52,115.8,22,95.7,,20.1,35,0.7413,29,86.99,43,86.54,22,17,0.45
2022,930,Creighton,9,32,57,0.7577,60,0.8445,67,109.6,26,93.7,,15.9,21,0.736,127,75.91,18,81.65,33,56,-5.74
2022,929,Davidson,10,64,42,0.7727,24,0.8763,208,101.1,108,99.6,,1.5,184,0.5577,18,89.6,202,99.57,120,36,-9.97
2022,928,Delaware,15,64,118,0.6586,100,0.7851,103,108,135,102.5,,5.5,105,0.6466,110,77.35,216,100.51,177,146,-23.16
2022,927,Duke,2,4,7,0.8852,8,0.927,101,109.1,106,102.1,,7,231,0.5586,9,97.28,42,86.47,20,11,10.81
2022,926,Georgia St.,16,64,147,0.6151,151,0.7324,64,109.9,105,100.1,,9.8,200,0.5599,210,69.85,109,93.1,126,151,-23.25
2022,925,Gonzaga,1,16,1,0.9901,1,0.9877,25,113.5,55,95,,18.5,64,0.7181,1,109.45,1,71.11,1,1,38.34
2022,924,Houston,5,8,3,0.9008,3,0.9444,10,124.3,30,96.3,,28,69,0.6941,15,90.15,25,83.06,10,2,7.09
2022,923,Illinois,4,32,15,0.8379,23,0.8787,10,121.7,53,99.6,,22.1,111,0.6538,25,88.2,29,84.4,16,18,3.8
2022,922,Indiana,12,64,27,0.8042,31,0.872,1,125.1,74,99.7,,25.4,48,0.738,94,78.52,22,82.62,22,38,-4.1
2022,921,Iowa,5,64,10,0.8615,6,0.9281,1,123,7,89.1,,33.9,89,0.6539,3,103.93,49,87.28,27,14,16.65
2022,920,Iowa St.,11,16,45,0.7707,16,0.89,1,127.2,15,90.1,,37.1,91,0.687,167,73.23,14,80.31,25,48,-7.08
2022,919,Jacksonville St.,15,64,126,0.6488,125,0.7561,1,125.9,15,91.9,,34,77,0.6883,164,73.39,218,100.59,178,145,-27.2
2022,918,Kansas,1,1,4,0.9001,5,0.9314,11,120.1,16,95,,25.1,112,0.6309,5,99.13,21,82.41,12,9,16.72
2022,917,Kentucky,2,64,5,0.8919,4,0.9385,6,122.1,2,87.6,,34.5,106,0.6347,4,100.15,20,82.26,8,4,17.89
2022,916,Longwood,14,64,159,0.5995,139,0.743,21,117.3,48,97.2,,20.1,98,0.6487,128,75.62,205,99.92,172,144,-24.3
2022,915,Loyola Chicago,10,64,29,0.8009,32,0.8719,6,122.2,17,93,,29.2,76,0.6827,73,80.69,39,86.31,24,22,-5.62
2022,914,LSU,6,64,21,0.8161,18,0.8885,39,113.7,16,92.9,,20.8,82,0.6882,59,81.91,4,73.83,9,21,8.08
2022,913,Marquette,9,64,65,0.7479,62,0.8434,3,121.2,18,91.2,,30,91,0.6791,34,86.17,23,82.78,39,58,3.39
2022,912,Memphis,9,32,28,0.8022,48,0.8517,35,111.4,32,94.6,,16.8,116,0.633,28,87,15,80.59,18,35,6.41
2022,911,Miami FL,10,8,49,0.7686,38,0.8594,299,98.6,193,107.3,,-8.7,327,0.4978,21,88.92,167,97.12,113,61,-8.2
2022,910,Michigan,11,16,26,0.8053,51,0.8505,135,108.6,75,101.3,,7.3,212,0.5475,26,88.05,89,91.75,54,32,-3.7
2022,909,Michigan St.,7,32,35,0.7838,46,0.8529,61,113.5,48,99.4,,14.1,180,0.5868,41,84.26,53,87.86,41,39,-3.6
2022,908,Montana St.,14,64,134,0.6362,107,0.7784,55,112.4,197,106.5,,5.9,122,0.6437,131,75.33,104,93.03,115,127,-17.7
2022,907,Murray St.,7,32,46,0.7704,37,0.8619,146,103.1,64,95.7,,7.4,183,0.5731,44,83.89,47,86.76,31,26,-2.87
2022,906,New Mexico St.,12,32,84,0.7103,81,0.8121,99,109,181,105.2,,3.8,175,0.5842,91,78.88,76,89.99,73,82,-11.11
2022,905,Norfolk St.,16,64,202,0.5437,172,0.7145,245,100,220,107.7,,-7.7,345,0.4365,153,73.95,113,93.26,136,168,-19.31
2022,904,North Carolina,8,2,25,0.8089,29,0.8737,298,96.1,198,105.5,,-9.4,338,0.4649,17,89.75,38,86,30,33,3.75
2022,903,Notre Dame,11,32,48,0.7691,55,0.8485,251,97.3,120,99.6,,-2.3,295,0.4931,50,82.67,121,93.69,81,49,-11.02
2022,902,Ohio St.,7,32,32,0.787,61,0.8439,178,103,35,94.9,,8.1,146,0.6022,20,88.93,181,98.22,98,27,-9.29
2022,901,Providence,4,16,47,0.7694,49,0.8512,49,112.4,29,95.1,,17.3,176,0.5928,49,82.76,102,92.99,63,45,-10.23
2022,900,Purdue,3,16,14,0.844,17,0.8887,80,107.9,145,101.5,,6.4,145,0.6097,7,97.94,120,93.64,58,13,4.3
2022,899,Richmond,12,32,81,0.7186,86,0.8033,70,108.2,21,93.6,,14.6,201,0.5611,77,80.41,100,92.9,87,85,-12.49
2022,898,Rutgers,11,68,92,0.6922,102,0.7836,104,108.3,41,96.6,,11.7,168,0.588,143,74.38,75,89.62,63,72,-15.24
2022,897,Saint Mary's,5,32,23,0.8115,19,0.8835,30,118.3,212,109,,9.3,286,0.5148,88,79.02,17,81.6,13,16,-2.58
2022,896,Saint Peter's,15,8,128,0.6469,115,0.7683,309,96.2,233,108.4,,-12.2,283,0.5193,274,65.36,40,86.36,74,119,-21
2022,895,San Diego St.,8,64,37,0.7807,42,0.855,12,123.2,1,87.3,,35.9,10,0.7771,199,70.7,8,76.28,11,20,-5.58
2022,894,San Francisco,10,64,16,0.8299,14,0.9013,19,119.2,2,86.7,,32.5,17,0.7608,32,86.65,11,79.07,15,24,7.58
2022,893,Seton Hall,8,64,39,0.7776,47,0.8519,12,118.1,3,88.7,,29.4,86,0.7021,70,80.79,24,82.96,28,40,-2.17
2022,892,South Dakota St.,13,64,77,0.7243,73,0.827,10,117.7,10,90.2,,27.5,80,0.6644,8,97.51,158,96.3,117,76,1.21
2022,891,TCU,9,32,33,0.7861,28,0.8741,7,119.4,11,89.7,,29.7,96,0.6732,93,78.66,31,84.62,29,37,-5.96
2022,890,Tennessee,3,32,8,0.8684,9,0.9179,21,114.8,13,91.4,,23.4,85,0.6776,37,85.29,3,72.78,2,8,12.51
2022,889,Texas,6,32,19,0.8189,34,0.8699,30,116.4,15,94.9,,21.5,96,0.6458,78,80.25,35,85.54,18,15,-5.29
2022,888,Texas A&M Corpus Chris,16,68,230,0.5008,193,0.6897,200,105,333,114.1,,-9.1,350,0.476,241,67.46,108,93.07,173,242,-25.61
2022,887,Texas Southern,16,64,190,0.5579,173,0.7145,196,103.6,209,107,,-3.4,310,0.5173,257,66.71,80,90.77,129,188,-24.06
2022,886,Texas Tech,3,16,13,0.853,10,0.9116,13,122.9,46,98.7,,24.2,15,0.7676,65,81.2,2,72.53,3,10,8.67
2022,885,UAB,12,64,59,0.7552,66,0.8411,3,126.3,90,101.6,,24.7,22,0.7574,23,88.77,55,88.14,47,52,0.63
2022,884,UCLA,4,16,9,0.8671,13,0.9084,54,112.6,35,95.9,,16.7,63,0.7255,14,90.52,16,81.47,7,7,9.05
2022,883,USC,7,64,36,0.7837,50,0.8507,22,114.1,33,94.3,,19.8,15,0.7175,54,82.31,54,88.08,44,42,-5.77
2022,882,Vermont,13,64,70,0.7391,67,0.8406,6,119.9,8,89,,30.9,8,0.7739,82,79.96,122,93.75,84,51,-13.79
2022,881,Villanova,2,4,11,0.8613,11,0.9111,50,110.8,47,95.1,,15.7,2,0.7674,19,89.3,70,89.21,35,5,0.09
2022,880,Virginia Tech,11,64,17,0.8253,15,0.8967,29,114.9,41,97.1,,17.8,24,0.7572,48,82.86,132,94.21,68,19,-11.35
2022,879,Wisconsin,3,32,24,0.8094,19,0.8844,84,107.9,21,92.8,,15.1,31,0.7039,60,81.84,46,86.7,36,31,-4.86
2022,878,Wright St.,16,64,200,0.5465,229,0.6522,6,121.5,53,97.6,,23.9,71,0.6867,98,78.28,248,102.45,216,182,-24.17
2022,877,Wyoming,12,68,71,0.7374,60,0.7374,10,119.7,182,104.9,,14.8,57,0.7047,79,80.24,85,91.45,60,55,-11.21
2022,876,Yale,14,64,149,0.6137,163,0.7272,1,123.8,25,92.6,,31.2,17,0.7405,184,72.36,69,89.12,106,147,-16.76
2021,875,Abilene Christian,14,32,95,0.7231,90,0.8362,4,119.4,67,97,,22.4,34,0.7023,127,76.04,15,78.72,45,86,-2.68
2021,874,Alabama,2,16,10,0.8669,10,0.9282,78,110.9,67,99.1,,11.8,224,0.5691,10,93.8,1,67.18,3,13,26.62
2021,873,Appalachian St.,16,68,229,0.4996,224,0.6682,201,100.3,138,100.5,,-0.2,303,0.4867,259,65.28,261,101.76,237,208,-36.48
2021,872,Arkansas,3,8,20,0.8479,14,0.9196,131,106.3,266,109.5,,-3.2,288,0.5255,11,93.66,4,71.06,7,27,22.6
2021,871,Baylor,1,1,4,0.9092,6,0.9417,79,110.8,223,108.2,,2.6,225,0.5618,3,106.69,30,81.45,10,5,25.24
2021,870,BYU,6,64,17,0.8565,12,0.9262,67,110.7,213,107.1,,3.6,209,0.5627,22,90.04,17,79.04,16,24,11
2021,869,Clemson,7,64,61,0.7779,68,0.862,79,110.7,134,102.9,,7.8,196,0.5687,145,74.09,53,83.61,37,37,-9.52
2021,868,Cleveland St.,15,64,179,0.5951,162,0.7451,15,115.7,266,108,,7.7,139,0.6145,214,68.82,155,92.91,148,150,-24.09
2021,867,Colgate,14,64,47,0.7988,19,0.9137,14,115.8,191,103.6,,12.2,184,0.5718,24,88.77,95,88.75,87,85,0.02
2021,866,Colorado,5,32,12,0.8646,8,0.9328,3,121.2,171,105.1,,16.1,37,0.7468,35,86.72,63,84.82,32,16,1.9
2021,865,Connecticut,7,64,11,0.8664,11,0.9278,2,122.7,81,98.1,,24.6,53,0.6883,44,85.73,49,83.02,28,14,2.71
2021,864,Creighton,5,16,18,0.85,26,0.9024,2,123.6,47,94.7,,28.9,35,0.7473,15,91.79,36,81.94,23,21,9.85
2021,863,Drake,11,64,70,0.7594,55,0.8718,15,117.4,121,101.6,,15.8,35,0.7596,39,85.98,172,94.67,109,50,-8.69
2021,862,Drexel,16,64,133,0.6473,134,0.786,25,116.5,24,95,,21.5,45,0.7168,132,75.7,299,104.77,220,144,-29.07
2021,861,Eastern Washington,14,64,83,0.739,67,0.8625,31,113.9,30,94.5,,19.4,42,0.7171,64,82.65,116,90.38,113,111,-7.73
2021,860,Florida,7,32,30,0.8294,40,0.8875,4,121.6,85,100.1,,21.5,50,0.7193,34,87.06,23,80.43,27,38,6.63
2021,859,Florida St.,4,16,19,0.8492,24,0.9051,19,120.2,9,92.5,,27.7,34,0.7424,8,95.4,40,82.13,25,19,13.27
2021,858,Georgetown,12,64,42,0.802,30,0.9006,52,114.1,1,86.4,,27.7,70,0.7247,77,81.35,29,81.35,35,57,0
2021,857,Georgia Tech,9,64,33,0.826,28,0.9009,95,109.7,8,91.1,,18.6,9,0.7784,32,87.35,65,85.56,42,30,1.79
2021,856,Gonzaga,1,2,1,0.9916,1,0.9945,151,104.2,11,90.5,,13.7,37,0.7011,1,119.72,3,70.5,1,1,49.22
2021,855,Grand Canyon,15,64,81,0.7415,56,0.8702,10,119.6,55,97.1,,22.5,40,0.7566,172,71.57,110,89.84,106,108,-18.27
2021,854,Hartford,16,64,201,0.5444,188,0.7175,11,121.1,45,96.8,,24.3,5,0.7634,274,63.17,184,95.72,184,189,-32.55
2021,853,Houston,2,4,5,0.9085,4,0.9574,4,122.1,92,100.2,,21.9,7,0.7566,12,93.3,28,81.33,7,3,11.97
2021,852,Illinois,1,32,2,0.9282,2,0.9702,7,121.3,62,97,,24.3,15,0.7419,5,101.28,5,72.64,2,4,28.64
2021,851,Iona,15,64,128,0.6509,109,0.8136,13,118.6,44,96.6,,22,5,0.7542,192,70.34,153,92.85,158,178,-22.51
2021,850,Iowa,2,32,3,0.9111,3,0.9588,7,118.4,140,101.2,,17.2,82,0.688,2,108.23,34,81.73,15,6,26.5
2021,849,Kansas,3,32,25,0.8355,41,0.8869,27,112.6,60,96.4,,16.2,44,0.6937,55,83.37,9,75.26,9,23,8.11
2021,848,Liberty,13,64,96,0.7213,76,0.8505,140,104.6,173,103,,1.6,261,0.5145,104,78.13,253,101.25,162,90,-23.12
2021,847,Loyola Chicago,8,16,22,0.8452,17,0.9149,174,104.3,163,104.3,,0,257,0.5392,111,77.36,18,79.46,5,8,-2.1
2021,846,LSU,8,32,31,0.829,25,0.9025,54,114,81,101.1,,12.9,299,0.5213,4,104.4,80,87.36,53,31,17.04
2021,845,Maryland,10,32,39,0.8107,38,0.8914,232,99,137,101,,-2,196,0.5734,84,80.76,62,84.8,37,28,-4.04
2021,844,Michigan,1,8,6,0.9031,5,0.9458,40,116.9,11,93.1,,23.8,6,0.786,7,96.35,12,77.39,3,2,18.96
2021,843,Michigan St.,11,68,97,0.7211,132,0.7873,59,113.6,12,94.2,,19.4,9,0.7799,96,79.14,32,81.6,36,56,-2.46
2021,842,Missouri,9,64,35,0.8229,31,0.8983,27,115.1,9,91.3,,23.8,1,0.8131,45,85.71,48,82.95,46,54,2.76
2021,841,Morehead St.,14,64,136,0.6443,111,0.8132,6,120.4,29,93.8,,26.6,2,0.7541,234,67.39,96,88.82,109,126,-21.43
2021,840,Mount St. Mary's,16,68,217,0.5143,210,0.6884,59,109.5,5,88.4,,21.1,22,0.7629,322,58.04,241,100.12,232,217,-42.08
2021,839,Norfolk St.,16,64,198,0.55,202,0.7008,34,113.4,18,92.3,,21.1,1,0.8215,155,72.93,169,94.21,179,196,-21.28
2021,838,North Carolina,8,64,36,0.8226,44,0.8841,7,121.6,43,97.5,,24.1,2,0.7804,33,87.15,6,74.54,10,29,12.61
2021,837,North Texas,13,32,75,0.7511,85,0.8402,6,122.1,34,95.3,,26.8,3,0.7731,162,72.25,88,87.72,73,66,-15.47
2021,836,Ohio,13,32,62,0.7733,47,0.8778,6,121.5,5,90.4,,31.1,2,0.7759,17,91.57,131,91.09,102,82,0.48
2021,835,Ohio St.,2,64,7,0.8751,13,0.9242,22,115,8,90.4,,24.6,1,0.7939,6,101,100,89.16,50,7,11.84
2021,834,Oklahoma,8,32,45,0.7999,57,0.8698,5,121.5,28,95,,26.5,1,0.7901,41,85.89,57,84.12,43,40,1.77
2021,833,Oklahoma St.,4,32,29,0.8317,27,0.9023,21,114.7,5,88.2,,26.5,40,0.7201,26,88.2,8,75.25,17,36,12.95
2021,832,Oral Roberts,15,16,144,0.6351,133,0.7868,11,116,7,89.1,,26.9,6,0.7281,40,85.94,208,97.69,176,152,-11.75
2021,831,Oregon,7,16,28,0.8333,36,0.8925,42,113.4,25,94.4,,19,16,0.7627,23,88.89,92,88.65,63,34,0.24
2021,830,Oregon St.,12,8,66,0.7709,45,0.8811,105,107.9,4,87.1,,20.8,27,0.765,101,78.44,179,95.29,125,81,-16.85
2021,829,Purdue,4,64,23,0.8441,20,0.9132,63,111.8,35,96.9,,14.9,40,0.7303,37,86.22,39,82.11,20,12,4.11
2021,828,Rutgers,10,32,52,0.7918,66,0.8633,55,111.9,27,94.3,,17.6,25,0.7412,82,80.89,16,78.87,19,32,2.02
2021,827,San Diego St.,6,64,9,0.8673,7,0.9361,97,109.6,23,94.3,,15.3,36,0.7271,71,82.13,19,79.46,13,18,2.67
2021,826,St. Bonaventure,9,64,27,0.8335,15,0.9186,27,113.6,42,94.7,,18.9,59,0.7006,85,80.74,47,82.91,29,17,-2.17
2021,825,Syracuse,11,16,54,0.7905,69,0.8596,54,109.8,16,91.7,,18.1,41,0.6982,21,90.2,85,87.57,65,44,2.63
2021,824,Tennessee,5,64,15,0.8583,16,0.9153,149,106.2,118,102.8,,3.4,184,0.5918,76,81.46,7,74.73,6,22,6.73
2021,823,Texas,3,64,8,0.8678,18,0.914,107,108.5,39,96.8,,11.7,198,0.5849,20,90.22,31,81.46,22,25,8.76
2021,822,Texas Southern,16,64,197,0.5502,198,0.7095,171,104.4,129,102.9,,1.5,190,0.5713,165,71.97,160,93.37,189,221,-21.4
2021,821,Texas Tech,6,32,21,0.8477,34,0.8954,7,124.6,56,99.5,,25.1,5,0.7885,49,84.55,37,82,23,20,2.55
2021,820,UC Santa Barbara,12,64,65,0.7712,35,0.8934,5,124.5,117,103.5,,21,56,0.7361,92,79.59,119,90.55,88,64,-10.96
2021,819,UCLA,11,4,40,0.8067,46,0.8779,15,117.7,68,99.2,,18.5,46,0.7387,52,83.93,158,93.26,93,39,-9.33
2021,818,UNC Greensboro,13,64,113,0.6827,137,0.7799,5,120.7,28,93.5,,27.2,40,0.6983,122,76.24,60,84.39,76,102,-8.15
2021,817,USC,6,8,14,0.8606,9,0.9309,12,118.6,9,90.2,,28.4,22,0.7725,38,86.09,21,80.21,12,15,5.88
2021,816,Utah St.,11,64,50,0.7943,42,0.8857,21,117.4,23,95.9,,21.5,4,0.7745,108,77.68,11,76.01,21,41,1.67
2021,815,VCU,10,64,51,0.7924,37,0.8918,14,120.2,15,92.2,,28,21,0.746,103,78.22,10,75.63,25,49,2.59
2021,814,Villanova,5,16,34,0.8242,49,0.8761,1,123.9,49,97.3,,26.6,22,0.7354,13,93.18,107,89.63,56,11,3.55
2021,813,Virginia,4,64,24,0.8395,32,0.8982,5,122.3,2,83.9,,38.4,20,0.7366,79,81.29,151,92.83,75,9,-11.54
2021,812,Virginia Tech,10,64,56,0.7858,63,0.8662,19,116.9,29,95.1,,21.8,18,0.7408,87,80.53,84,87.57,66,46,-7.04
2021,811,West Virginia,3,32,16,0.8577,29,0.9008,2,120.6,5,88.8,,31.8,32,0.7031,9,95.32,54,83.75,33,26,11.57
2021,810,Wichita St.,11,68,69,0.7594,75,0.8516,44,111.2,82,97.6,,13.6,86,0.6829,70,82.2,126,90.98,97,74,-8.78
2021,809,Winthrop,12,64,98,0.7201,86,0.84,47,112.1,336,114.7,,-2.6,248,0.5371,90,80.3,35,81.89,67,96,-1.59
2021,808,Wisconsin,9,32,13,0.861,21,0.9118,85,107.2,125,100.1,,7.1,252,0.534,57,83.27,27,81.25,13,10,2.02
2019,807,Abilene Christian,15,64,146,0.6531,141,0.7819,67,108.3,115,99.7,,8.6,321,0.4881,222,71.48,171,97.59,148,144,-26.11
2019,806,Arizona St.,11,64,58,0.7943,70,0.8442,76,112.6,51,99.1,,13.5,140,0.5992,46,86.92,41,85.88,50,63,1.04
2019,805,Auburn,5,4,15,0.8916,22,0.9138,59,109.5,157,101.4,,8.1,312,0.4791,8,98.45,47,86.59,22,13,11.86
2019,804,Baylor,9,32,50,0.8139,47,0.8762,78,109.5,88,99.3,,10.2,264,0.5488,52,85.88,108,92.44,65,38,-6.56
2019,803,Belmont,11,64,49,0.8145,38,0.8899,201,100.8,307,110.9,,-10.1,296,0.513,9,97.91,57,87.8,56,56,10.11
