YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF RATING RANK,RPPF RATING,NPB RATING RANK,NPB RATING,RADJ O RANK,RADJ O,RADJ D RANK,RADJ D,RADJ EM RANK,RADJ EM,R SOS RANK,R SOS,STROE RANK,STROE,STRDE RANK,STRDE,STRT+ RANK,STREM RANK,STREM
2019,802,Bradley,15,64,174,0.6109,198,0.708,80,112.3,102,103.4,,8.9,273,0.5215,276,66.98,177,98.27,166,166,-31.29
2019,801,Buffalo,6,32,21,0.8683,19,0.9214,184,104.6,158,105,,-0.4,276,0.5348,7,98.58,6,77.61,13,27,20.97
2019,800,Cincinnati,7,64,27,0.8552,25,0.9034,205,103.2,292,111.6,,-8.4,332,0.4739,105,80.66,74,89.39,51,31,-8.73
2019,799,Colgate,15,64,138,0.6758,109,0.8052,42,111.7,328,113.4,,-1.7,292,0.5156,91,81.79,232,102.64,176,129,-20.85
2019,798,Duke,1,8,1,0.9886,1,0.9764,77,107.7,271,107.6,,0.1,283,0.5148,3,106.24,1,70.25,1,5,35.99
2019,797,Fairleigh Dickinson,16,64,222,0.5451,207,0.6994,145,107.9,211,108.2,,-0.3,178,0.5878,153,76.55,311,109.45,265,212,-32.9
2019,796,Florida,10,32,23,0.8641,33,0.8941,35,111.4,51,95.9,,15.5,149,0.5955,130,78.72,36,85.46,23,25,-6.74
2019,795,Florida St.,4,16,14,0.8941,20,0.9196,182,105.6,147,105.1,,0.5,289,0.5304,32,88.41,7,77.93,9,15,10.48
2019,794,Gardner Webb,16,64,179,0.6031,183,0.7293,117,105.7,189,103.8,,1.9,322,0.473,125,78.91,263,105.3,213,169,-26.39
2019,793,Georgia St.,14,64,98,0.7294,101,0.8147,67,111.6,140,103.7,,7.9,105,0.6466,80,82.75,109,92.46,107,114,-9.71
2019,792,Gonzaga,1,8,2,0.9763,2,0.9717,75,110.8,187,106.1,,4.7,160,0.6023,1,112.08,8,77.95,4,3,34.13
2019,791,Houston,3,16,10,0.9108,7,0.9444,26,118.8,19,95.4,,23.4,46,0.7333,38,87.87,18,81.78,12,14,6.09
2019,790,Iona,16,64,211,0.5542,235,0.6662,27,113.9,17,92.1,,21.8,15,0.7804,102,80.89,238,102.95,214,197,-22.06
2019,789,Iowa,10,32,35,0.8444,39,0.888,19,118.3,6,90.7,,27.6,6,0.7628,12,96.4,105,92.02,63,40,4.38
2019,788,Iowa St.,6,64,13,0.8965,15,0.9271,74,109,6,88,,21,26,0.732,11,97.24,62,88.13,34,16,9.11
2019,787,Kansas,4,32,20,0.8707,49,0.8754,7,120.6,5,88.1,,32.5,106,0.6652,27,89.8,10,78.59,13,23,11.21
2019,786,Kansas St.,4,64,24,0.8635,31,0.8946,14,115.8,1,83.4,,32.4,8,0.7526,169,75.67,12,79.21,11,17,-3.54
2019,785,Kentucky,2,8,8,0.9284,12,0.9341,119,105.1,2,86.4,,18.7,7,0.7281,14,94.89,13,80.03,7,6,14.86
2019,784,Liberty,12,32,70,0.77,56,0.8608,47,110.9,19,92.6,,18.3,113,0.6133,119,79.41,166,97.2,110,60,-17.79
2019,783,Louisville,7,64,17,0.8902,14,0.9299,56,109.7,1,86.4,,23.3,141,0.6086,36,88.04,17,81.57,15,18,6.47
2019,782,LSU,3,16,16,0.8914,10,0.9371,75,110.9,21,95.7,,15.2,140,0.6044,6,99.1,45,86.27,26,22,12.83
2019,781,Marquette,5,64,25,0.8627,28,0.9,148,103.4,125,100.1,,3.3,237,0.5433,18,92.07,24,83.67,20,32,8.4
2019,780,Maryland,6,32,26,0.8587,29,0.8999,79,108.3,6,89,,19.3,34,0.703,53,85.87,46,86.4,26,21,-0.53
2019,779,Michigan,2,16,6,0.941,6,0.9592,5,120.4,129,100.1,,20.3,54,0.7292,42,87.09,5,76.42,2,4,10.67
2019,778,Michigan St.,2,4,5,0.9572,4,0.9636,9,120.1,71,98.1,,22,32,0.7635,5,101.36,11,78.82,6,2,22.54
2019,777,Minnesota,10,32,55,0.8033,55,0.8674,65,109.8,43,95.2,,14.6,75,0.683,69,83.26,55,87.67,46,47,-4.41
2019,776,Mississippi,8,64,38,0.8413,26,0.903,192,102.5,129,101.7,,0.8,224,0.549,37,88.02,63,88.25,54,45,-0.23
2019,775,Mississippi St.,5,64,19,0.8793,24,0.9075,133,107.1,55,97.5,,9.6,194,0.5842,15,94.44,56,87.7,33,20,6.74
2019,774,Montana,15,64,130,0.6894,145,0.7707,32,118.2,29,96.2,,22,37,0.739,128,78.83,179,98.42,150,138,-19.59
2019,773,Murray St.,12,32,45,0.8219,17,0.9238,20,119.1,20,95.9,,23.2,7,0.7822,30,89.28,51,87.29,48,52,1.99
2019,772,Nevada,7,64,31,0.8517,48,0.8755,8,119.4,45,97.3,,22.1,14,0.7663,17,92.19,20,82.43,19,29,9.76
2019,771,New Mexico St.,12,64,52,0.8122,46,0.8782,49,110.5,52,96.3,,14.2,27,0.7071,49,86.1,102,91.9,70,49,-5.8
2019,770,North Carolina,1,16,4,0.9639,5,0.9601,22,114.7,36,95.6,,19.1,55,0.7287,2,109.37,2,71.25,5,10,38.12
2019,769,North Carolina Central,16,68,295,0.4455,269,0.6272,10,121.9,146,103.4,,18.5,41,0.7217,311,62.7,292,107.64,306,306,-44.94
2019,768,North Dakota St.,16,64,199,0.5691,204,0.7009,19,114.9,53,95.4,,19.5,18,0.7398,174,75.48,323,110.66,267,202,-35.18
2019,767,Northeastern,13,64,84,0.7459,97,0.8197,29,112.3,19,93.1,,19.2,20,0.7149,86,82.27,198,99.94,136,79,-17.67
2019,766,Northern Kentucky,14,64,97,0.7303,95,0.8209,88,110,150,104.5,,5.5,165,0.5884,83,82.67,142,95.45,119,101,-12.78
2019,765,Ohio St.,11,32,46,0.8181,50,0.8747,24,118.9,7,91.7,,27.2,56,0.7178,112,79.85,44,86.14,40,42,-6.29
2019,764,Oklahoma,9,32,36,0.8443,36,0.8924,36,113.7,29,95.1,,18.6,58,0.7317,68,83.45,19,82.17,24,44,1.28
2019,763,Old Dominion,14,64,126,0.6962,113,0.8045,50,110.3,25,92,,18.3,17,0.7677,266,68.02,93,91.24,96,109,-23.22
2019,762,Oregon,12,16,51,0.8133,63,0.8519,30,113.6,20,93.5,,20.1,34,0.7622,154,76.45,31,84.98,29,37,-8.53
2019,761,Prairie View A&M,16,68,205,0.56,187,0.726,37,114,66,98.6,,15.4,39,0.7227,184,74.83,147,95.64,172,207,-20.81
2019,760,Purdue,3,8,12,0.899,13,0.9314,24,116.8,31,95.5,,21.3,48,0.7154,10,97.31,60,88.07,29,8,9.24
2019,759,Saint Louis,13,64,109,0.7123,140,0.7821,54,111.1,30,94.5,,16.6,44,0.716,239,70.35,72,89.26,83,102,-18.91
2019,758,Saint Mary's,11,64,33,0.8463,30,0.8955,79,110.6,43,96.5,,14.1,45,0.7222,59,84.77,121,93.49,66,26,-8.72
2019,757,Seton Hall,10,64,59,0.7941,72,0.843,64,114.1,61,100.1,,14,45,0.7468,67,83.76,34,85.27,41,54,-1.51
2019,756,St. John's,11,68,67,0.7778,84,0.8304,61,113.5,81,101.1,,12.4,332,0.4936,45,87.02,68,88.92,69,82,-1.9
2019,755,Syracuse,8,64,40,0.8411,51,0.8745,67,113.8,44,98.5,,15.3,77,0.6844,92,81.74,33,85.2,25,33,-3.46
2019,754,Temple,11,68,63,0.7903,57,0.8596,22,115.8,37,96.1,,19.7,47,0.7382,70,83.08,80,89.63,72,77,-6.55
2019,753,Tennessee,2,16,7,0.9293,8,0.943,44,111.1,30,93.9,,17.2,52,0.6885,4,104.09,28,84.87,16,9,19.22
2019,752,Texas Tech,3,2,9,0.9143,9,0.9411,49,112.4,51,97,,15.4,59,0.7105,51,85.99,3,73.48,3,7,12.51
2019,751,UC Irvine,13,32,74,0.7645,76,0.8408,59,109.9,25,92.6,,17.3,116,0.6444,179,75.09,99,91.6,79,70,-16.51
2019,750,UCF,9,32,41,0.8409,35,0.8932,19,114.6,17,92.1,,22.5,51,0.6861,95,81.66,61,88.11,53,46,-6.45
2019,749,Utah St.,8,64,37,0.8438,21,0.9152,109,108.8,108,101.6,,7.2,283,0.514,31,89.17,37,85.48,32,34,3.69
2019,748,VCU,8,64,30,0.8521,18,0.9215,11,118.8,136,103.5,,15.3,92,0.688,181,75.04,4,75.77,17,39,-0.73
2019,747,Vermont,13,64,81,0.7507,71,0.8432,17,115,147,101.9,,13.1,57,0.6855,152,76.57,140,95.3,105,78,-18.73
2019,746,Villanova,6,32,39,0.8412,54,0.8693,51,113.6,45,97.7,,15.9,51,0.7145,26,89.85,124,93.77,67,24,-3.92
2019,745,Virginia,1,1,3,0.9665,3,0.9677,77,110,17,92.7,,17.3,33,0.7294,16,93.27,27,84.46,10,1,8.81
2019,744,Virginia Tech,4,16,11,0.9099,11,0.9351,12,119.1,33,95.6,,23.5,12,0.7512,23,90.27,70,89.16,37,11,1.11
2019,743,Washington,9,32,56,0.8031,58,0.8593,23,113.9,15,90.8,,23.1,20,0.738,148,76.87,29,84.92,36,50,-8.05
2019,742,Wisconsin,5,64,18,0.8797,23,0.9129,49,116.4,15,93.8,,22.6,8,0.7799,114,79.66,9,78.39,8,12,1.27
2019,741,Wofford,7,32,22,0.8662,16,0.926,18,114.7,89,98.6,,16.1,4,0.741,13,95.46,78,89.55,43,19,5.91
2019,740,Yale,14,64,78,0.7562,78,0.8399,8,119.3,6,88.7,,30.6,10,0.7736,22,90.54,101,91.76,89,84,-1.22
2018,739,Alabama,9,32,60,0.7826,82,0.8428,19,115.6,1,85.8,,29.8,30,0.7648,101,82.68,6,82.57,25,52,0.11
2018,738,Arizona,4,64,26,0.8479,52,0.874,26,116.7,4,92.2,,24.5,46,0.721,20,97.38,83,91.68,43,20,5.7
2018,737,Arizona St.,11,68,47,0.8054,37,0.8878,5,122.5,62,98.3,,24.2,32,0.7313,12,100.53,80,91.43,59,49,9.1
2018,736,Arkansas,7,64,36,0.8232,36,0.8881,29,115.1,91,100.1,,15,56,0.7057,18,98.29,76,91.18,54,43,7.11
2018,735,Auburn,4,32,19,0.8618,17,0.9178,3,123.1,74,99.3,,23.8,4,0.7543,7,102.64,7,82.95,10,21,19.69
2018,734,Bucknell,14,64,113,0.6955,126,0.7843,2,121.8,62,96.1,,25.7,26,0.7328,69,86.47,69,90.73,84,102,-4.26
2018,733,Buffalo,13,32,63,0.7805,33,0.8909,22,113.8,51,95.9,,17.9,9,0.7271,24,96.46,73,91.11,76,80,5.35
2018,732,Butler,10,32,30,0.8402,27,0.8998,27,118.7,5,90.4,,28.3,21,0.7546,30,93.59,42,87.73,30,26,5.86
2018,731,Cal St. Fullerton,15,64,179,0.587,148,0.7601,59,113.6,8,93.3,,20.3,8,0.7803,177,76.89,134,96.27,140,153,-19.38
2018,730,Cincinnati,2,32,9,0.9047,12,0.9388,36,113.7,38,96.7,,17,4,0.7932,81,85.01,1,75.24,2,4,9.77
2018,729,Clemson,5,16,27,0.8477,21,0.9101,42,111.3,54,96.4,,14.9,6,0.7287,65,86.88,16,84.83,11,15,2.05
2018,728,College of Charleston,13,64,152,0.6309,187,0.7195,99,106.4,32,93,,13.4,11,0.7717,139,79.62,234,104.2,171,115,-24.58
2018,727,Creighton,8,64,29,0.846,23,0.9073,4,122.4,11,90.3,,32.1,7,0.7902,16,98.98,23,85.71,24,34,13.27
2018,726,Davidson,12,64,52,0.7907,46,0.8801,9,120.5,9,93.4,,27.1,59,0.7072,45,89.63,197,101.4,113,39,-11.77
2018,725,Duke,2,8,2,0.9589,2,0.9748,60,111.1,34,95.3,,15.8,22,0.7452,2,106.79,3,80.09,3,3,26.7
2018,724,Florida,6,32,15,0.8814,19,0.9129,2,123.8,12,92.8,,31,64,0.6956,43,90.45,41,87.66,26,22,2.79
2018,723,Florida St.,9,8,39,0.822,32,0.8918,14,116.9,39,95,,21.9,25,0.7325,21,97.36,38,87.35,34,44,10.01
2018,722,Georgia St.,15,64,93,0.731,81,0.8443,12,119.1,24,94.5,,24.6,9,0.7506,126,80.55,136,96.35,110,94,-15.8
2018,721,Gonzaga,4,16,7,0.917,4,0.9556,30,113.3,8,89.1,,24.2,3,0.7622,15,99.65,12,84.27,7,7,15.38
2018,720,Houston,6,32,18,0.8648,15,0.9317,16,115,1,86.3,,28.7,2,0.7408,36,91.67,24,85.76,15,17,5.91
2018,719,Iona,15,64,132,0.6546,139,0.7698,59,111.6,46,96.9,,14.7,172,0.5785,64,87.04,170,99.24,152,136,-12.2
2018,718,Kansas,1,4,6,0.921,8,0.9454,196,102.8,70,99.1,,3.7,189,0.5728,8,102.59,37,87.06,18,10,15.53
2018,717,Kansas St.,9,8,38,0.8223,41,0.8862,84,107.8,21,92,,15.8,213,0.563,91,83.81,78,91.29,54,41,-7.48
2018,716,Kentucky,5,16,16,0.8765,24,0.9043,174,104.9,167,104.9,,0,171,0.5967,28,94.56,18,85.16,14,18,9.4
2018,715,Lipscomb,15,64,140,0.6402,154,0.7541,53,110.9,43,96.1,,14.8,16,0.777,105,82.43,39,87.45,99,165,-5.02
2018,714,LIU Brooklyn,16,68,259,0.4713,248,0.6484,63,110.9,21,93.5,,17.4,28,0.7338,165,77.39,227,103.56,238,249,-26.17
2018,713,Loyola Chicago,11,4,56,0.7873,55,0.8726,27,113.6,39,94.3,,19.3,1,0.7703,112,81.64,66,90.45,46,38,-8.81
2018,712,Marshall,13,32,110,0.6971,89,0.835,28,118.5,27,96.1,,22.4,13,0.7692,42,90.72,54,88.85,84,117,1.87
2018,711,Miami FL,6,64,24,0.849,28,0.8997,35,113.3,62,97.7,,15.6,50,0.7426,58,87.39,59,89.59,37,35,-2.2
2018,710,Michigan,3,2,14,0.8851,14,0.9343,20,115.1,105,100.1,,15,52,0.7081,54,87.88,25,85.85,12,8,2.03
2018,709,Michigan St.,3,32,5,0.9211,9,0.9447,25,113.7,68,96.4,,17.3,115,0.6518,17,98.3,11,83.57,5,6,14.73
2018,708,Missouri,8,64,41,0.8207,34,0.8905,21,119.7,48,98.9,,20.8,23,0.7534,73,86.25,72,91.02,48,37,-4.77
2018,707,Montana,14,64,88,0.735,69,0.8543,52,114.1,18,95.6,,18.5,19,0.7603,82,84.75,60,89.76,63,73,-5.01
2018,706,Murray St.,12,64,71,0.764,48,0.8782,161,105.5,9,91.3,,14.2,68,0.7182,67,86.63,107,94.34,79,58,-7.71
2018,705,Nevada,7,16,32,0.8353,25,0.903,14,118.3,51,96.6,,21.7,24,0.7695,10,101.77,84,92.03,48,25,9.74
2018,704,New Mexico St.,12,64,50,0.7989,35,0.8896,245,98.1,231,105.1,,-7,337,0.4402,108,82.14,9,83.49,28,55,-1.35
2018,703,North Carolina,2,32,3,0.9344,3,0.9636,5,126.7,73,101,,25.7,42,0.7344,3,106.16,14,84.49,9,9,21.67
2018,702,North Carolina Central,16,68,321,0.3628,316,0.534,8,119.4,167,104.9,,14.5,66,0.7212,300,65.32,306,110.31,323,315,-44.99
2018,701,North Carolina St.,9,64,66,0.7751,64,0.863,48,110.4,59,95.3,,15.1,13,0.7712,19,97.65,61,89.83,47,46,7.82
2018,700,Ohio St.,5,32,17,0.8708,13,0.9378,55,113.2,43,97.5,,15.7,27,0.7439,39,91.05,33,86.59,17,13,4.46
2018,699,Oklahoma,10,64,46,0.8064,63,0.864,12,116.1,58,95.8,,20.3,80,0.6882,11,101.74,10,83.53,29,57,18.21
2018,698,Penn,16,64,118,0.6884,107,0.8084,1,124.4,80,97.8,,26.6,61,0.6776,197,75.14,65,90.27,94,128,-15.13
2018,697,Providence,10,64,51,0.7945,68,0.8553,99,110.6,246,110.6,,0,185,0.5632,103,82.47,36,86.88,41,65,-4.41
2018,696,Purdue,2,16,4,0.9232,5,0.9556,117,107.1,157,103.9,,3.2,287,0.5263,6,103.54,47,87.97,20,5,15.57
2018,695,Radford,16,64,178,0.5871,162,0.745,83,110.3,71,99.6,,10.7,219,0.5647,277,67.91,258,106.03,215,170,-38.12
2018,694,Rhode Island,7,32,44,0.8079,50,0.8759,124,105.6,181,103.3,,2.3,309,0.5039,71,86.34,43,87.74,35,47,-1.4
2018,693,San Diego St.,11,64,48,0.805,56,0.8725,152,103.2,47,95.7,,7.5,271,0.5249,63,87.12,27,86.02,32,51,1.1
2018,692,Seton Hall,8,32,21,0.8584,22,0.9079,218,103.6,208,108.1,,-4.5,250,0.5523,25,96.08,45,87.88,31,29,8.2
2018,691,South Dakota St.,12,64,54,0.7877,40,0.8863,167,105,73,99.6,,5.4,195,0.5881,27,94.69,104,93.72,88,78,0.97
2018,690,St. Bonaventure,11,64,70,0.7667,70,0.8537,145,104.5,133,101.2,,3.3,304,0.4846,62,87.24,95,93.23,79,70,-5.99
2018,689,Stephen F. Austin,14,64,101,0.709,76,0.8486,141,108.1,110,103.2,,4.9,330,0.4977,132,80.16,29,86.36,65,113,-6.2
2018,688,Syracuse,11,16,58,0.7849,61,0.8646,210,99.8,68,96.2,,3.6,226,0.537,204,74.84,58,89.17,43,45,-14.33
2018,687,TCU,6,64,23,0.8543,26,0.9017,288,99.7,172,106.8,,-7.1,312,0.4826,9,102.29,92,92.65,52,23,9.64
2018,686,Tennessee,3,32,13,0.8912,7,0.9467,280,94.9,127,100,,-5.1,293,0.4939,52,88.71,8,83.46,7,11,5.25
2018,685,Texas,10,64,35,0.8258,42,0.8842,271,98.5,143,103.3,,-4.8,274,0.5301,131,80.18,20,85.54,23,36,-5.36
2018,684,Texas A&M,7,16,25,0.8481,29,0.8968,122,107.9,293,112.2,,-4.3,256,0.532,60,87.34,5,81.71,13,30,5.63
2018,683,Texas Southern,16,64,243,0.4965,231,0.6713,43,111.2,39,95.1,,16.1,226,0.5321,127,80.41,260,106.18,254,248,-25.77
2018,682,Texas Tech,3,8,12,0.8925,10,0.9432,42,112.1,84,99,,13.1,247,0.5543,50,88.91,4,81.26,4,12,7.65
2018,681,UCLA,11,68,49,0.8043,60,0.8661,59,112.6,81,100.3,,12.3,247,0.5485,22,96.96,81,91.6,60,50,5.36
2018,680,UMBC,16,32,185,0.5778,183,0.7245,50,110,41,95.1,,14.9,240,0.542,216,73.82,174,99.7,175,184,-25.88
2018,679,UNC Greensboro,13,64,97,0.7219,84,0.8409,61,113.5,93,101.8,,11.7,272,0.5365,218,73.79,70,90.79,74,82,-17
2018,678,Villanova,1,1,1,0.987,1,0.9948,44,113.3,85,100.7,,12.6,12,0.7624,1,113.99,15,84.5,5,2,29.49
2018,677,Virginia,1,64,8,0.9151,6,0.9521,29,116.8,29,97.7,,19.1,62,0.7307,106,82.19,2,79.81,1,1,2.38
2018,676,Virginia Tech,8,64,28,0.8467,20,0.9102,101,109.3,34,95.3,,14,29,0.7343,32,92.54,48,88.29,33,31,4.25
2018,675,West Virginia,5,16,11,0.8945,16,0.9259,96,111.3,250,110.8,,0.5,189,0.5619,14,99.87,30,86.37,16,14,13.5
2018,674,Wichita St.,4,64,20,0.8586,38,0.8869,42,115.9,38,98.8,,17.1,91,0.6906,5,103.95,98,93.37,53,19,10.58
2018,673,Wright St.,14,64,126,0.6677,111,0.8042,56,112.3,45,97.3,,15,60,0.7311,243,71.21,50,88.41,90,134,-17.2
2018,672,Xavier,1,32,10,0.904,11,0.9429,22,114.7,34,95.4,,19.3,108,0.6433,4,105.19,32,86.53,19,16,18.66
2017,671,Arizona,2,16,19,0.8724,27,0.8967,10,120.3,110,102.3,,18,78,0.6729,30,93.07,44,86.53,23,20,6.54
2017,670,Arkansas,8,32,45,0.801,47,0.8613,33,115.4,97,101.3,,14.1,117,0.6281,15,97.25,70,90.17,51,47,7.08
2017,669,Baylor,3,16,11,0.8812,13,0.9156,73,113.2,21,95.5,,17.7,85,0.673,47,89.11,40,86.06,19,8,3.05
2017,668,Bucknell,13,64,85,0.7252,64,0.8371,38,116.1,24,96.7,,19.4,79,0.714,80,83.8,74,90.52,75,80,-6.72
2017,667,Butler,4,16,26,0.8596,23,0.8981,32,114.2,38,96.1,,18.1,85,0.6868,29,93.14,73,90.32,43,23,2.82
2017,666,Cincinnati,6,32,23,0.8638,20,0.9044,48,110.9,10,89.7,,21.2,28,0.7312,64,85.28,28,84.71,18,19,0.57
2017,665,Creighton,6,64,22,0.8659,21,0.9038,46,110.3,11,90.5,,19.8,113,0.6352,16,97.01,14,81.93,15,27,15.08
2017,664,Dayton,7,64,52,0.787,62,0.8412,90,107.5,63,97.1,,10.4,125,0.6007,54,87.41,45,86.58,29,38,0.83
2017,663,Duke,2,32,8,0.9108,16,0.9109,37,112.6,79,98.6,,14,233,0.5653,9,102.08,32,85.02,17,14,17.06
2017,662,East Tennessee St.,13,64,63,0.7648,44,0.8629,110,108.7,18,95.4,,13.3,188,0.5786,85,83.4,20,83.7,32,66,-0.3
2017,661,Florida,4,8,9,0.9108,5,0.9357,76,110.1,132,103,,7.1,246,0.5425,24,94.7,5,75.18,6,11,19.52
2017,660,Florida Gulf Coast,14,64,107,0.692,109,0.7899,112,106.4,97,99.6,,6.8,274,0.5231,103,81.39,200,100.4,149,109,-19.01
2017,659,Florida St.,3,32,27,0.8458,28,0.8927,49,112.4,115,102.1,,10.3,228,0.5616,13,98.62,8,79.34,12,22,19.28
2017,658,Gonzaga,1,2,1,0.9894,1,0.9957,121,105.7,73,96.7,,9,130,0.6214,8,103.3,1,72.43,1,2,30.87
2017,657,Iona,14,64,114,0.6804,121,0.7796,62,108.9,76,97.5,,11.4,166,0.5824,50,87.97,150,96.35,129,118,-8.38
2017,656,Iowa St.,5,32,12,0.879,14,0.9143,242,100.5,105,101.8,,-1.3,298,0.5155,10,100.94,27,84.67,19,21,16.27
2017,655,Jacksonville St.,15,64,170,0.5979,138,0.7582,176,106.5,218,109.1,,-2.6,340,0.4647,229,72.13,276,105.14,217,158,-33.01
2017,654,Kansas,1,8,6,0.9158,12,0.9196,192,101.9,155,102.2,,-0.3,358,0.4046,6,104.3,13,81.56,9,13,22.74
2017,653,Kansas St.,11,64,28,0.8438,26,0.8967,197,100.4,205,104.2,,-3.8,321,0.4689,69,84.86,37,85.63,24,29,-0.77
2017,652,Kent St.,14,64,138,0.6433,132,0.7683,229,99.1,158,102,,-2.9,330,0.4782,169,76.74,113,93.98,122,141,-17.24
2017,651,Kentucky,2,8,4,0.9301,6,0.9348,23,119.5,53,99.2,,20.3,26,0.7511,4,106.22,2,73.97,4,12,32.25
2017,650,Louisville,2,32,7,0.915,7,0.9331,21,118.9,7,93.1,,25.8,16,0.7629,25,94.58,6,78.4,2,7,16.18
2017,649,Marquette,10,64,32,0.8301,35,0.8811,26,113.6,62,97,,16.6,19,0.7113,7,103.91,114,94.1,70,30,9.81
2017,648,Maryland,6,64,35,0.8231,40,0.8745,43,110.9,17,90.4,,20.5,28,0.755,53,87.5,83,91.54,60,45,-4.04
2017,647,Miami FL,8,64,31,0.8305,36,0.8769,5,121.6,12,90.8,,30.8,12,0.7831,138,79,53,87.71,28,28,-8.71
2017,646,Michigan,7,16,21,0.8685,18,0.9081,3,123.2,37,97.1,,26.1,1,0.7864,27,94.16,168,97.92,88,15,-3.76
2017,645,Michigan St.,9,32,48,0.7991,61,0.8426,3,123.3,25,94,,29.3,9,0.7626,84,83.42,43,86.44,33,44,-3.02
2017,644,Middle Tennessee,12,32,43,0.8071,29,0.8897,4,122.1,13,92.9,,29.2,16,0.7477,92,82.36,82,91.35,55,42,-8.99
2017,643,Minnesota,5,64,33,0.8299,25,0.8968,11,119.6,28,94.4,,25.2,2,0.7804,73,84.58,11,80.1,16,34,4.48
2017,642,Mount St. Mary's,16,64,195,0.5633,173,0.723,43,113,20,93.9,,19.1,14,0.7426,272,67.21,160,97.2,190,215,-29.99
2017,641,Nevada,12,64,53,0.7848,43,0.8634,23,113.9,56,95.6,,18.3,33,0.7255,31,92.93,76,91.03,65,58,1.9
2017,640,New Mexico St.,14,64,91,0.7104,81,0.8113,8,117,13,90.8,,26.2,26,0.7091,76,84.19,133,95.22,105,87,-11.03
2017,639,New Orleans,16,68,196,0.562,171,0.7262,315,91.9,86,97.9,,-6,328,0.4804,245,69.74,119,94.46,143,178,-24.72
2017,638,North Carolina,1,1,3,0.9346,4,0.9384,310,95.6,253,108.6,,-13,352,0.4336,3,107.49,9,79.69,5,6,27.8
2017,637,North Carolina Central,16,68,153,0.629,119,0.7815,308,96.9,283,110.8,,-13.9,350,0.3948,230,72.05,142,95.73,140,153,-23.68
2017,636,North Dakota,15,64,165,0.6048,169,0.7269,215,102,111,102.1,,-0.1,351,0.3889,167,76.8,88,91.8,125,173,-15
2017,635,Northern Kentucky,15,64,143,0.6361,120,0.7805,126,107.4,67,98.8,,8.6,347,0.4441,125,79.73,180,98.24,157,146,-18.51
2017,634,Northwestern,8,32,36,0.8222,34,0.8833,21,117.4,95,101.4,,16,63,0.6999,95,81.97,60,89.09,43,36,-7.12
2017,633,Notre Dame,5,32,15,0.8781,11,0.9208,28,114.2,75,98.2,,16,11,0.7449,19,95.91,68,90.16,38,24,5.75
2017,632,Oklahoma St.,10,64,13,0.8789,9,0.927,35,113.9,131,102.8,,11.1,42,0.7247,1,113.11,79,91.19,48,26,21.92
2017,631,Oregon,3,4,24,0.8629,33,0.8837,9,117.9,110,99.5,,18.4,35,0.7221,22,95.35,18,83.32,13,16,12.03
2017,630,Princeton,12,64,60,0.7715,72,0.8276,32,111.6,94,98.7,,12.9,42,0.6969,160,77.37,104,93.24,78,55,-15.87
2017,629,Providence,11,68,56,0.7804,54,0.8479,189,103.1,151,103.7,,-0.6,313,0.5015,135,79.08,42,86.35,46,57,-7.27
