YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF RATING RANK,RPPF RATING,NPB RATING RANK,NPB RATING,RADJ O RANK,RADJ O,RADJ D RANK,RADJ D,RADJ EM RANK,RADJ EM,R SOS RANK,R SOS,STROE RANK,STROE,STRDE RANK,STRDE,STRT+ RANK,STREM RANK,STREM
2017,628,Purdue,4,16,17,0.8773,19,0.9048,143,105.8,271,109.7,,-3.9,214,0.5815,21,95.83,10,80.08,10,17,15.75
2017,627,Rhode Island,11,32,34,0.8261,38,0.8764,208,101.8,129,101.7,,0.1,286,0.5175,91,82.45,47,86.83,31,37,-4.38
2017,626,Saint Mary's,7,32,18,0.8769,15,0.911,24,115.6,131,102.8,,12.8,166,0.5987,60,86,124,94.8,60,4,-8.8
2017,625,Seton Hall,9,64,50,0.7911,56,0.8469,93,107.5,192,105.3,,2.2,327,0.4883,88,83.08,39,85.96,38,53,-2.88
2017,624,SMU,6,64,16,0.8774,10,0.9208,120,104.7,32,93,,11.7,145,0.604,33,92.05,78,91.19,29,5,0.86
2017,623,South Carolina,7,4,39,0.8109,39,0.876,50,111,135,102.5,,8.5,189,0.5993,159,77.41,4,75.06,14,31,2.35
2017,622,South Dakota St.,16,64,203,0.5527,229,0.6509,91,107.6,158,103.3,,4.3,165,0.5881,67,85.04,311,109.87,255,187,-24.83
2017,621,Texas Southern,16,64,219,0.5216,214,0.6743,120,107.6,47,97.1,,10.5,94,0.6539,198,74.5,225,102.26,216,208,-27.76
2017,620,Troy,15,64,134,0.6469,117,0.7839,25,114.7,24,93.6,,21.1,119,0.6233,83,83.54,229,102.46,177,130,-18.92
2017,619,UC Davis,16,64,209,0.5455,189,0.6938,224,102.5,112,102.5,,0,236,0.5604,276,66.68,125,94.85,168,217,-28.17
2017,618,UCLA,3,16,14,0.8785,17,0.9092,82,109.3,144,103,,6.3,226,0.5719,2,112.77,26,84.45,22,25,28.32
2017,617,UNC Wilmington,12,64,58,0.7754,55,0.8474,132,106.4,181,105.5,,0.9,258,0.5389,14,97.31,174,98.06,113,61,-0.75
2017,616,USC,11,32,65,0.7625,71,0.8278,29,116.8,65,100.4,,16.4,47,0.7449,43,89.64,65,89.76,57,62,-0.12
2017,615,Vanderbilt,9,64,30,0.8332,30,0.8878,107,108.5,13,93.2,,15.3,25,0.7568,70,84.72,56,88.5,34,32,-3.78
2017,614,VCU,10,64,64,0.764,75,0.8207,60,111.1,36,95.4,,15.7,54,0.7112,86,83.33,38,85.85,36,52,-2.52
2017,613,Vermont,13,64,67,0.7594,59,0.8431,93,107.4,207,104.9,,2.5,289,0.5177,118,80.17,137,95.51,97,60,-15.34
2017,612,Villanova,1,32,2,0.9475,3,0.9416,29,112.8,88,98.5,,14.3,58,0.6851,12,99.19,24,84.24,8,1,14.95
2017,611,Virginia,5,32,20,0.872,24,0.8974,15,119.5,53,97.4,,22.1,35,0.7264,154,77.67,25,84.45,11,3,-6.78
2017,610,Virginia Tech,9,64,44,0.8045,49,0.8571,10,119.3,134,102.9,,16.4,27,0.7323,18,96.32,116,94.18,82,49,2.14
2017,609,Wake Forest,11,68,29,0.8362,22,0.899,2,125.3,105,100.1,,25.2,69,0.6913,5,104.74,108,93.58,68,33,11.16
2017,608,West Virginia,4,16,5,0.918,2,0.9427,12,116.1,85,97.7,,18.4,32,0.7271,17,96.97,3,74.5,2,10,22.47
2017,607,Wichita St.,10,32,10,0.8907,8,0.9273,50,110,53,96,,14,38,0.6996,11,99.7,12,81.34,7,9,18.36
2017,606,Winthrop,13,64,100,0.6999,91,0.8032,129,108.7,167,106.1,,2.6,170,0.5916,106,80.69,87,91.6,101,115,-10.91
2017,605,Wisconsin,8,16,25,0.861,32,0.8857,29,113.2,166,101.9,,11.3,140,0.6087,87,83.33,30,84.85,19,18,-1.52
2017,604,Xavier,11,8,37,0.8172,52,0.8507,113,105.5,39,95,,10.5,161,0.587,40,89.99,89,91.9,62,40,-1.91
2016,603,Arizona,6,64,22,0.86,30,0.8971,13,116.7,122,100.5,,16.2,16,0.715,13,96.49,27,84.06,13,18,12.43
2016,602,Austin Peay,16,64,226,0.5132,206,0.6968,4,122.8,82,97.2,,25.6,3,0.7839,162,76.05,243,103.65,232,218,-27.6
2016,601,Baylor,5,64,25,0.8554,25,0.9038,83,109.2,28,94.4,,14.8,18,0.7758,17,94.7,96,92.66,55,22,2.04
2016,600,Buffalo,14,64,134,0.654,135,0.7779,26,116.7,13,94.6,,22.1,36,0.737,116,80.63,83,91.57,114,142,-10.94
2016,599,Butler,9,32,27,0.8466,24,0.9043,17,115.8,27,94,,21.8,55,0.7068,12,96.51,95,92.55,61,39,3.96
2016,598,Cal St. Bakersfield,15,64,103,0.7212,67,0.8561,88,110,4,87.9,,22.1,17,0.7414,203,72.79,52,88.45,73,107,-15.66
2016,597,California,4,64,32,0.8358,33,0.8958,17,115,7,88.7,,26.3,11,0.7465,59,86.93,21,83.14,13,24,3.79
2016,596,Chattanooga,12,64,112,0.6941,107,0.8116,7,117.7,3,87.8,,29.9,3,0.7345,152,77.41,105,93.64,100,100,-16.23
2016,595,Cincinnati,9,64,39,0.8164,51,0.874,21,119.7,68,100.7,,19,28,0.7489,129,79.68,34,85.59,26,30,-5.91
2016,594,Colorado,8,64,66,0.7676,75,0.8515,39,111.5,55,95,,16.5,55,0.7286,87,84.05,18,82.5,30,55,1.55
2016,593,Connecticut,9,32,28,0.8419,31,0.8965,78,109.5,24,93.9,,15.6,3,0.7995,97,82.79,31,84.84,21,27,-2.05
2016,592,Dayton,7,64,40,0.8161,41,0.8849,34,115.9,95,101.4,,14.5,8,0.765,138,78.65,19,82.9,30,54,-4.25
2016,591,Duke,4,16,20,0.8639,38,0.8902,18,117.8,10,92.6,,25.2,5,0.7625,4,101.46,91,92.28,50,15,9.18
2016,590,Fairleigh Dickinson,16,68,249,0.4844,218,0.6839,43,112.7,5,87.7,,25,7,0.7483,135,78.94,307,109.75,299,265,-30.81
2016,589,Florida Gulf Coast,16,64,191,0.5719,172,0.737,10,119.3,79,99.6,,19.7,8,0.7512,196,73.08,168,98.29,167,179,-25.21
2016,588,Fresno St.,14,64,109,0.7018,110,0.8075,35,112.5,82,97.6,,14.9,44,0.7137,119,80.41,72,90.97,83,106,-10.56
2016,587,Gonzaga,11,16,15,0.8701,22,0.9086,42,111,25,92,,19,25,0.7601,29,92.64,54,88.61,35,28,4.03
2016,586,Green Bay,14,64,127,0.6626,129,0.7866,1,125.9,123,102.7,,23.2,7,0.7627,41,89.98,45,88.18,81,130,1.8
2016,585,Hampton,16,64,259,0.4692,262,0.637,50,111.8,47,95.3,,16.5,16,0.7419,227,71.52,155,97.64,193,238,-26.12
2016,584,Hawaii,13,32,54,0.7913,46,0.8797,17,117.2,25,94.6,,22.6,38,0.7267,93,83.48,26,84.05,42,63,-0.57
2016,583,Holy Cross,16,64,274,0.4451,276,0.6112,48,110.9,15,90.8,,20.1,63,0.6999,323,60.95,320,111.64,318,293,-50.69
2016,582,Indiana,5,16,26,0.8514,29,0.8982,229,101.2,39,95.9,,5.3,198,0.5916,7,100.49,58,89.3,28,13,11.19
2016,581,Iona,13,64,102,0.7214,103,0.8144,25,115.2,106,102.1,,13.1,270,0.5419,46,88.5,82,91.55,88,101,-3.05
2016,580,Iowa,7,32,14,0.8729,14,0.9281,77,108.3,277,107.8,,0.5,188,0.5691,19,93.73,28,84.19,15,20,9.54
2016,579,Iowa St.,4,16,12,0.8768,20,0.9177,38,117,31,96.4,,20.6,17,0.7623,1,105.06,50,88.33,30,23,16.73
2016,578,Kansas,1,8,1,0.9848,1,0.9872,54,114,64,100.3,,13.7,54,0.7398,8,100.35,2,78.14,1,3,22.21
2016,577,Kentucky,4,32,10,0.9028,15,0.9243,16,114.3,73,96.6,,17.7,46,0.7362,3,102.27,57,89.06,24,6,13.21
2016,576,Little Rock,12,32,61,0.7754,28,0.8986,108,107.5,15,91.9,,15.6,75,0.6919,163,76.03,87,92.14,60,46,-16.11
2016,575,Maryland,5,16,24,0.8561,26,0.9018,16,118.7,24,93.8,,24.9,64,0.6984,38,90.54,44,88.09,24,19,2.45
2016,574,Miami FL,3,16,11,0.8885,10,0.9358,8,120.5,40,96.5,,24,25,0.734,23,93.5,62,89.71,30,11,3.79
2016,573,Michigan,11,64,42,0.8123,54,0.8684,19,115.2,120,101.3,,13.9,53,0.7079,52,87.42,143,96.9,89,41,-9.48
2016,572,Michigan St.,2,64,3,0.9402,2,0.9716,11,119.2,79,99.6,,19.6,44,0.7228,5,101.26,32,84.86,11,2,16.4
2016,571,Middle Tennessee,15,32,116,0.6861,123,0.7948,110,106.5,18,91.2,,15.3,76,0.6895,187,73.62,67,90.45,94,127,-16.83
2016,570,North Carolina,1,2,4,0.9387,5,0.9584,62,109.4,105,98.8,,10.6,40,0.7438,2,103.77,6,79.96,3,4,23.81
2016,569,Northern Iowa,11,32,69,0.7664,72,0.8525,72,111.1,57,98.2,,12.9,20,0.7365,177,74.72,142,96.67,102,66,-21.95
2016,568,Notre Dame,6,8,48,0.7985,63,0.8574,110,106.5,142,101.3,,5.2,136,0.6187,20,93.7,232,102.74,128,34,-9.04
2016,567,Oklahoma,2,4,6,0.9147,8,0.9471,190,104,78,100.1,,3.9,248,0.5477,11,98.06,4,78.41,5,10,19.65
2016,566,Oregon,1,8,18,0.8675,19,0.9195,20,117,97,101.5,,15.5,30,0.7535,10,99.43,39,86.68,19,14,12.75
2016,565,Oregon St.,7,64,60,0.777,71,0.8525,23,115.5,151,104.1,,11.4,102,0.6761,84,84.25,64,90.08,56,60,-5.83
2016,564,Pittsburgh,10,64,31,0.838,32,0.8963,28,115.5,66,98.8,,16.7,38,0.7249,44,88.61,113,94.33,69,35,-5.72
2016,563,Providence,9,32,41,0.8155,35,0.894,18,117.1,29,95.1,,22,41,0.725,94,83.48,30,84.64,36,53,-1.16
2016,562,Purdue,5,64,7,0.9109,6,0.9525,11,116.4,14,90.7,,25.7,65,0.6979,27,92.94,17,82.29,7,9,10.65
2016,561,Saint Joseph's,8,32,29,0.8385,18,0.9199,214,101.7,211,106.6,,-4.9,347,0.4562,35,90.69,47,88.22,45,47,2.47
2016,560,Seton Hall,6,64,23,0.8588,11,0.9319,103,109.2,136,103.5,,5.7,180,0.5944,51,87.77,8,80.91,12,33,6.86
2016,559,South Dakota St.,12,64,78,0.7489,80,0.848,98,108.7,41,96.1,,12.6,181,0.5749,83,84.29,112,94.22,93,79,-9.93
2016,558,Southern,16,68,234,0.5051,223,0.6772,17,117.4,109,102.3,,15.1,72,0.7164,235,70.74,192,100.49,203,222,-29.75
2016,557,Stephen F. Austin,14,32,62,0.7738,70,0.8533,30,112.6,87,98.4,,14.2,56,0.6867,66,85.71,40,87.23,37,45,-1.52
2016,556,Stony Brook,13,64,83,0.7454,88,0.8391,99,109.2,29,96.7,,12.5,5,0.7685,145,78.09,90,92.2,86,91,-14.11
2016,555,Syracuse,10,4,36,0.8177,47,0.8796,103,108.4,32,94.9,,13.5,56,0.7101,115,80.9,66,90.29,49,36,-9.39
2016,554,Temple,10,64,89,0.7378,95,0.8244,91,109.9,35,95.9,,14,39,0.7244,174,75.03,104,93.41,94,90,-18.38
2016,553,Texas,6,64,33,0.8305,39,0.8861,35,113.6,43,95.2,,18.4,4,0.7596,74,85.19,49,88.31,34,31,-3.12
2016,552,Texas A&M,3,16,13,0.8754,13,0.9304,26,115.5,84,100,,15.5,24,0.7351,43,89.12,14,81.63,9,17,7.49
2016,551,Texas Tech,8,64,55,0.7905,42,0.8847,8,124.5,63,100.2,,24.3,4,0.7891,61,86.74,103,93.4,67,42,-6.66
2016,550,Tulsa,11,68,87,0.7404,101,0.8177,4,125.9,21,96.2,,29.7,3,0.7938,67,85.59,75,91.21,62,62,-5.62
2016,549,UNC Asheville,15,64,140,0.6515,105,0.8131,10,119.3,25,94.4,,24.9,27,0.7561,170,75.57,56,88.93,86,125,-13.36
2016,548,UNC Wilmington,13,64,88,0.7402,59,0.8606,3,121.1,93,98.7,,22.4,25,0.7081,70,85.42,74,91.03,72,84,-5.61
2016,547,USC,8,64,46,0.8045,45,0.8808,23,113.6,23,91.5,,22.1,14,0.7699,18,94.56,35,85.75,37,50,8.81
2016,546,Utah,3,32,34,0.8303,43,0.8823,6,121.3,29,94.6,,26.7,6,0.7904,39,90.04,69,90.55,48,29,-0.51
2016,545,Vanderbilt,11,68,16,0.8697,17,0.9199,2,123.9,27,96.3,,27.6,43,0.7278,36,90.64,25,83.75,18,25,6.89
2016,544,VCU,10,32,35,0.826,36,0.8925,23,117.8,17,92.7,,25.1,46,0.7181,64,86.11,22,83.22,22,37,2.89
2016,543,Villanova,2,1,2,0.9478,4,0.9673,17,118,9,92.3,,25.7,51,0.713,16,94.74,11,81.31,6,5,13.43
2016,542,Virginia,1,8,8,0.9079,9,0.9402,57,110.9,56,96.4,,14.5,49,0.7108,47,88.41,59,89.33,23,1,-0.92
2016,541,Weber St.,15,64,131,0.6554,128,0.7873,12,115.9,125,100.1,,15.8,25,0.711,191,73.54,107,93.78,121,140,-20.24
2016,540,West Virginia,3,64,5,0.9307,3,0.9711,219,102.5,122,103.2,,-0.7,299,0.5178,14,95.87,1,76.33,2,7,19.54
2016,539,Wichita St.,11,32,19,0.8645,23,0.9066,64,111.7,40,97.3,,14.4,83,0.6635,98,82.63,15,81.8,9,16,0.83
2016,538,Wisconsin,7,16,43,0.8115,56,0.8671,64,110.8,30,94.6,,16.2,81,0.6689,123,80.06,84,91.74,53,32,-11.68
2016,537,Xavier,2,32,9,0.9054,7,0.9505,70,109.1,98,99,,10.1,96,0.6452,9,99.82,7,80.74,8,21,19.08
2016,536,Yale,12,32,57,0.7883,34,0.8944,160,107.2,131,105,,2.2,292,0.5102,120,80.32,46,88.2,45,48,-7.88
2015,535,Albany,14,64,128,0.6653,104,0.8046,197,102.2,166,103.9,,-1.7,280,0.5221,182,69.38,238,109.32,182,132,-39.94
2015,534,Arizona,2,8,4,0.9371,4,0.9624,103,106.6,43,95.3,,11.3,66,0.6791,13,93.43,1,74.39,2,4,19.04
2015,533,Arkansas,5,32,28,0.8413,26,0.9079,80,108.2,20,90.8,,17.4,6,0.777,14,92.9,21,87.24,21,35,5.66
2015,532,Baylor,3,64,11,0.8876,11,0.9447,298,99.1,288,112.9,,-13.8,308,0.4842,25,86.06,42,91.19,20,10,-5.13
2015,531,Belmont,15,64,157,0.6113,187,0.7169,34,114.3,70,99.1,,15.2,84,0.6675,52,80.34,194,105.66,170,152,-25.32
2015,530,Boise St.,11,68,56,0.7805,54,0.8672,62,111.4,59,97.9,,13.5,72,0.6993,72,77.87,104,98.13,67,41,-20.26
2015,529,Buffalo,12,64,54,0.7833,35,0.8935,198,102.7,42,96,,6.7,100,0.6496,29,85.38,36,90.59,45,61,-5.21
2015,528,Butler,6,32,21,0.8552,15,0.9297,147,106.1,9,90.5,,15.6,90,0.6805,61,78.93,10,84.31,11,21,-5.38
2015,527,BYU,11,68,25,0.851,22,0.9155,60,109.8,6,88.6,,21.2,83,0.6876,4,99.24,60,93.29,41,29,5.95
2015,526,Cincinnati,8,32,49,0.7932,48,0.873,34,111.5,14,91.1,,20.4,91,0.653,176,69.74,91,96.84,55,36,-27.1
2015,525,Coastal Carolina,16,64,137,0.6436,135,0.7751,63,114.6,6,91.4,,23.2,78,0.6844,128,71.98,170,103.91,153,147,-31.93
2015,524,Davidson,10,64,41,0.8086,28,0.9051,44,115.1,11,94.1,,21,105,0.6636,5,97.62,124,99.85,71,31,-2.23
2015,523,Dayton,11,32,66,0.7659,71,0.847,48,113.1,7,91,,22.1,50,0.7371,86,76.47,39,90.86,35,43,-14.39
2015,522,Duke,1,1,2,0.9537,3,0.9678,66,109.7,9,89.6,,20.1,54,0.6881,1,102.78,24,87.64,11,7,15.14
2015,521,Eastern Washington,13,64,125,0.6665,110,0.8012,28,113.8,38,95.8,,18,82,0.6829,24,86.09,210,106.65,171,137,-20.56
2015,520,Georgetown,4,32,22,0.8536,24,0.9138,18,118.4,19,93,,25.4,120,0.6258,38,82.83,26,88.17,18,22,-5.34
2015,519,Georgia,10,64,38,0.8111,40,0.8904,10,117,77,97.3,,19.7,104,0.6648,74,77.7,28,88.84,28,38,-11.14
2015,518,Georgia St.,14,32,68,0.7598,70,0.8473,20,114.2,96,98.9,,15.3,139,0.6043,66,78.47,118,99.66,95,73,-21.19
2015,517,Gonzaga,2,8,6,0.9222,7,0.9589,305,98.1,66,100.5,,-2.4,292,0.5268,8,96.55,19,86.9,10,6,9.65
2015,516,Hampton,16,64,274,0.4534,281,0.5951,257,98.6,31,94,,4.6,194,0.5488,261,63.77,109,98.46,180,259,-34.69
2015,515,Harvard,13,64,95,0.7128,125,0.7898,66,113.4,127,103.9,,9.5,238,0.5574,226,65.62,80,95.58,73,77,-29.96
2015,514,Indiana,10,64,43,0.8037,49,0.8722,110,109.8,14,93.7,,16.1,68,0.6951,10,95.13,165,103.27,104,48,-8.14
2015,513,Iowa,7,32,18,0.8646,19,0.9205,57,113.7,10,93.9,,19.8,28,0.7542,39,82.75,38,90.85,25,24,-8.1
2015,512,Iowa St.,3,64,13,0.8851,13,0.9316,69,111.5,6,90.7,,20.8,23,0.7599,2,100.86,16,86.64,13,17,14.22
2015,511,Kansas,2,32,12,0.8861,25,0.9131,148,104.3,2,85.9,,18.4,72,0.6774,23,87.22,5,80.95,4,12,6.27
2015,510,Kentucky,1,4,1,0.9933,1,0.9973,44,110.7,10,89.5,,21.2,102,0.659,12,93.91,2,74.88,1,1,19.03
2015,509,Lafayette,16,64,179,0.5793,192,0.7092,69,111.3,29,96.7,,14.6,86,0.6567,42,82.05,341,121.77,269,187,-39.72
2015,508,Louisville,4,8,15,0.8765,31,0.899,160,103.9,4,87.6,,16.3,100,0.6456,70,78.13,4,78.25,9,20,-0.12
2015,507,LSU,9,64,36,0.814,37,0.892,103,109.1,6,89,,20.1,103,0.6675,40,82.47,8,83.45,24,52,-0.98
2015,506,Manhattan,16,68,149,0.6251,166,0.7341,75,108.3,9,89.5,,18.8,45,0.7137,163,70.59,72,95.09,109,155,-24.5
2015,505,Maryland,4,32,30,0.8309,32,0.8982,87,107.1,36,94.8,,12.3,90,0.653,54,79.97,33,90.08,26,32,-10.11
2015,504,Michigan St.,7,4,17,0.8711,21,0.9179,39,111.5,20,92.7,,18.8,73,0.6771,34,84.91,57,92.59,32,16,-7.68
2015,503,Mississippi,11,64,39,0.8094,42,0.8845,80,108.2,25,93.2,,15,45,0.6974,22,87.37,78,95.45,51,42,-8.08
2015,502,New Mexico St.,15,64,110,0.6955,119,0.7939,70,110,49,96.5,,13.5,45,0.7468,139,71.62,134,100.71,108,92,-29.09
2015,501,North Carolina,4,16,7,0.9138,8,0.9516,24,117.3,61,99.1,,18.2,17,0.758,7,96.55,7,82.88,8,15,13.67
2015,500,North Carolina St.,8,16,34,0.8171,39,0.8911,71,110.3,37,95.7,,14.6,38,0.7248,37,83.79,87,96.19,53,37,-12.4
2015,499,North Dakota St.,15,64,176,0.5824,189,0.7124,56,112.2,17,93.6,,18.6,35,0.7258,245,64.76,212,106.66,181,157,-41.9
2015,498,North Florida,16,68,153,0.6168,147,0.7655,252,101.8,139,105.3,,-3.5,327,0.4883,62,78.85,150,101.64,136,140,-22.79
2015,497,Northeastern,14,64,108,0.6999,97,0.8136,12,120.9,28,94.4,,26.5,85,0.6637,104,73.95,179,104.74,141,118,-30.79
2015,496,Northern Iowa,5,32,20,0.8621,14,0.9311,33,113.8,47,95.3,,18.5,94,0.6497,88,76.14,132,100.4,66,11,-24.26
2015,495,Notre Dame,3,8,14,0.8837,10,0.9469,48,114.6,44,99.3,,15.3,78,0.7159,3,99.57,122,99.75,60,9,-0.18
2015,494,Ohio St.,10,32,23,0.8519,30,0.9037,132,106.4,3,89.1,,17.3,36,0.7259,20,88.02,20,87.2,15,19,0.82
2015,493,Oklahoma,3,16,10,0.8947,12,0.9422,133,108.4,157,105.6,,2.8,229,0.5641,30,85.17,3,75.38,4,14,9.79
2015,492,Oklahoma St.,9,64,48,0.7938,58,0.8642,14,116.5,218,105.4,,11.1,247,0.5204,53,80.23,48,92.02,34,30,-11.79
2015,491,Oregon,8,32,53,0.7845,56,0.865,42,114.9,143,104.4,,10.5,143,0.6024,17,88.79,76,95.45,59,54,-6.66
2015,490,Providence,6,64,24,0.8511,16,0.928,64,110.8,299,112.1,,-1.3,171,0.5792,36,83.85,31,89.45,23,28,-5.6
2015,489,Purdue,9,64,33,0.8177,34,0.8948,83,110.3,110,101.4,,8.9,169,0.5877,55,79.89,56,92.59,46,44,-12.7
2015,488,Robert Morris,16,64,193,0.5594,202,0.6997,33,112.6,222,105.7,,6.9,246,0.5422,173,69.88,141,100.95,158,183,-31.07
2015,487,San Diego St.,8,32,42,0.807,46,0.8731,23,113.5,158,102,,11.5,199,0.563,224,65.67,14,86.04,16,27,-20.37
2015,486,SMU,6,64,31,0.8292,38,0.8915,162,102.6,15,91.3,,11.3,24,0.7119,47,81.13,63,93.54,38,23,-12.41
2015,485,St. John's,9,64,29,0.8319,27,0.9065,242,101.6,267,109.5,,-7.9,347,0.4807,45,81.73,25,87.83,29,45,-6.1
2015,484,Stephen F. Austin,12,64,51,0.7915,43,0.8824,238,100.3,210,107,,-6.7,340,0.4481,16,88.96,64,94.14,50,49,-5.18
2015,483,Texas,11,64,19,0.8639,23,0.914,250,98,108,99.2,,-1.2,347,0.408,51,80.37,29,89.12,17,18,-8.75
2015,482,Texas Southern,15,64,219,0.5249,205,0.6929,41,111,122,100,,11,94,0.6521,195,68.55,237,109.3,227,216,-40.75
2015,481,UAB,14,32,151,0.6235,143,0.7671,40,111.2,13,89.8,,21.4,98,0.6703,138,71.64,115,99.53,124,138,-27.89
2015,480,UC Irvine,13,64,82,0.7295,86,0.8267,54,113.3,97,101.6,,11.7,108,0.6356,137,71.71,96,97.35,96,97,-25.64
2015,479,UCLA,11,16,59,0.7724,79,0.8392,52,109.9,91,98.5,,11.4,102,0.6452,31,85.12,41,91.08,40,47,-5.96
2015,478,Utah,5,16,9,0.9061,6,0.959,56,115.1,2,87.8,,27.3,54,0.7226,33,84.98,13,84.73,7,8,0.25
2015,477,Valparaiso,13,64,58,0.7752,41,0.8871,73,109.9,117,101.4,,8.5,62,0.7057,133,71.84,61,93.46,54,65,-21.62
2015,476,VCU,7,64,35,0.8145,50,0.8705,57,110.9,55,96.3,,14.6,10,0.7458,46,81.58,15,86.28,18,33,-4.7
2015,475,Villanova,1,32,3,0.9458,2,0.9741,38,113.8,52,97.3,,16.5,32,0.7321,6,97.58,12,84.56,4,5,13.02
2015,474,Virginia,2,32,8,0.9079,9,0.9481,172,105,71,99.6,,5.4,320,0.494,73,77.77,6,82.69,3,3,-4.92
2015,473,West Virginia,5,16,26,0.8498,18,0.9206,70,111.3,39,96.4,,14.9,323,0.4743,18,88.68,9,83.76,14,26,4.92
2015,472,Wichita St.,7,16,16,0.8743,20,0.9189,22,115,116,101,,14,283,0.5209,50,80.53,59,93.12,31,13,-12.59
2015,471,Wisconsin,1,2,5,0.9318,5,0.9607,66,111.3,94,100.7,,10.6,337,0.4695,9,95.31,82,95.72,36,2,-0.41
2015,470,Wofford,12,64,111,0.6947,99,0.8117,110,109.7,339,114.7,,-5,272,0.5389,201,68.37,116,99.63,105,100,-31.26
2015,469,Wyoming,12,64,142,0.6386,161,0.7421,135,106.9,68,99,,7.9,266,0.5294,263,63.73,186,105.26,133,94,-41.53
2015,468,Xavier,6,16,27,0.8478,17,0.921,22,113.7,87,97.8,,15.9,58,0.7232,21,87.77,40,90.87,26,25,-3.1
2014,467,Albany,16,64,186,0.585,,,53,110.9,23,93.7,,17.2,29,0.7649,266,65.87,235,106.81,212,188,-40.94
2014,466,American,15,64,127,0.6693,,,131,107.4,10,93.7,,13.7,23,0.7508,269,65.66,151,101.04,126,104,-35.38
2014,465,Arizona,1,8,2,0.9416,,,64,111.6,28,95.2,,16.4,31,0.7305,38,85.62,3,75.47,1,1,10.15
2014,464,Arizona St.,10,64,56,0.7908,,,30,114.4,16,92.9,,21.5,33,0.7313,54,83.77,19,84.31,23,42,-0.54
2014,463,Baylor,6,16,29,0.8368,,,20,114.8,20,91.7,,23.1,12,0.7464,20,90.01,143,100.48,72,27,-10.47
2014,462,BYU,10,64,43,0.8042,,,12,115.9,11,90.5,,25.4,23,0.7125,11,96.73,29,86.18,39,53,10.55
2014,461,Cal Poly,16,64,180,0.6,,,43,115.7,29,97.7,,18,86,0.7064,281,64.65,283,111.03,232,174,-46.38
2014,460,Cincinnati,5,64,31,0.8339,,,49,113,23,94.3,,18.7,39,0.7452,138,75.94,17,84.27,15,22,-8.33
2014,459,Coastal Carolina,16,64,243,0.5031,,,75,108.6,22,93.1,,15.5,13,0.719,284,64.42,100,97.06,163,236,-32.64
2014,458,Colorado,8,64,59,0.7871,,,8,121.4,100,101.8,,19.6,16,0.7588,109,78.31,35,87.45,45,60,-9.14
2014,457,Connecticut,7,1,23,0.8554,,,75,109.7,95,99.9,,9.8,72,0.6947,73,81.78,20,84.47,18,25,-2.69
2014,456,Creighton,3,32,10,0.8927,,,138,106.7,55,98,,8.7,72,0.6843,1,103.49,115,98.21,57,7,5.28
2014,455,Dayton,11,8,53,0.7944,,,37,112.2,118,99.8,,12.4,69,0.6951,48,84.97,106,97.54,69,55,-12.57
2014,454,Delaware,13,64,111,0.6974,,,21,113.9,92,98.6,,15.3,39,0.6993,25,87.76,105,97.51,102,110,-9.75
