YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF RATING RANK,RPPF RATING,NPB RATING RANK,NPB RATING,RADJ O RANK,RADJ O,RADJ D RANK,RADJ D,RADJ EM RANK,RADJ EM,R SOS RANK,R SOS,STROE RANK,STROE,STRDE RANK,STRDE,STRT+ RANK,STREM RANK,STREM
2014,453,Duke,3,64,4,0.916,,,18,120.5,3,89,,31.5,11,0.7743,2,101.79,89,96.06,45,6,5.73
2014,452,Eastern Kentucky,15,64,122,0.6792,,,27,117.5,3,91,,26.5,13,0.77,60,83.17,241,107.3,191,137,-24.13
2014,451,Florida,1,4,3,0.9249,,,53,112.7,2,87.5,,25.2,41,0.7445,42,85.23,11,82.48,3,3,2.75
2014,450,George Washington,9,64,54,0.7932,,,33,112,3,86,,26,7,0.7274,63,82.86,31,87.03,38,48,-4.17
2014,449,Gonzaga,8,32,16,0.8776,,,65,109.1,4,87.8,,21.3,49,0.7327,35,85.81,24,84.81,17,20,1
2014,448,Harvard,12,32,33,0.8307,,,3,123.4,34,95.4,,28,17,0.7769,84,81.01,45,90.03,33,29,-9.02
2014,447,Iowa,11,68,14,0.8894,,,42,114.9,4,92.2,,22.7,11,0.7638,3,101.4,40,88.99,25,23,12.41
2014,446,Iowa St.,3,16,18,0.8735,,,27,115.4,14,92.6,,22.8,51,0.7172,7,98.1,9,82.28,11,24,15.82
2014,445,Kansas,2,32,7,0.8973,,,33,117.8,60,100,,17.8,49,0.7278,5,99.01,18,84.29,8,10,14.72
2014,444,Kansas St.,9,64,48,0.7967,,,18,119.3,59,99.9,,19.4,46,0.7455,124,77.1,32,87.23,34,43,-10.13
2014,443,Kentucky,8,2,15,0.8804,,,19,117.2,11,91.6,,25.6,8,0.7808,19,90.22,36,87.48,21,17,2.74
2014,442,Louisiana Lafayette,14,64,104,0.7098,,,33,112,14,91.2,,20.8,41,0.6977,36,85.8,91,96.33,96,121,-10.53
2014,441,Louisville,4,16,1,0.9862,,,16,114.3,40,93.7,,20.6,29,0.7536,9,98.09,2,75.45,1,2,22.64
2014,440,Manhattan,13,64,75,0.7546,,,88,110,11,94.2,,15.8,6,0.7669,92,79.88,26,85.79,51,83,-5.91
2014,439,Massachusetts,6,64,37,0.822,,,47,112.9,28,95.2,,17.7,1,0.7817,30,86.56,10,82.3,26,54,4.26
2014,438,Memphis,8,32,34,0.8268,,,39,113.1,13,92.2,,20.9,29,0.7306,26,87.36,23,84.59,30,45,2.77
2014,437,Mercer,14,32,102,0.714,,,79,110.6,29,95.1,,15.5,16,0.7416,111,78.09,114,98.09,96,98,-20
2014,436,Michigan,2,8,17,0.8739,,,25,113.1,61,96.7,,16.4,16,0.7204,12,94.43,135,99.88,64,11,-5.45
2014,435,Michigan St.,4,8,8,0.8964,,,42,116.8,8,92.3,,24.5,3,0.7966,16,92.31,38,87.53,20,12,4.78
2014,434,Milwaukee,15,64,153,0.629,,,38,116.1,53,99.6,,16.5,35,0.752,162,74,140,100.27,145,163,-26.27
2014,433,Mount St. Mary's,16,68,217,0.5369,,,32,114.5,30,95.4,,19.1,55,0.7346,82,81.08,238,107.13,224,207,-26.05
2014,432,Nebraska,11,64,73,0.7589,,,64,111.7,13,94.6,,17.1,14,0.7617,121,77.33,50,90.46,49,52,-13.13
2014,431,New Mexico,7,64,30,0.8345,,,33,114.5,8,92,,22.5,37,0.7251,45,84.99,52,90.81,39,30,-5.82
2014,430,New Mexico St.,13,64,71,0.7635,,,139,107,238,108.2,,-1.2,348,0.4795,44,85.06,112,97.97,84,75,-12.91
2014,429,North Carolina,6,32,28,0.8498,,,288,96.4,180,103.5,,-7.1,357,0.4133,28,87.04,7,80.9,14,31,6.14
2014,428,North Carolina Central,14,64,100,0.7144,,,324,96.2,215,107.1,,-10.9,284,0.5362,161,74,99,96.99,82,87,-22.99
2014,427,North Carolina St.,12,64,60,0.7858,,,266,97.9,116,100,,-2.1,343,0.456,62,83.02,165,102.05,111,71,-19.03
2014,426,North Dakota St.,12,32,76,0.7514,,,226,98.9,237,105.7,,-6.8,339,0.4439,32,86.22,191,104.42,118,57,-18.2
2014,425,Ohio St.,6,64,22,0.8659,,,168,105.2,320,114.2,,-9,324,0.4905,116,77.76,4,79,5,16,-1.24
2014,424,Oklahoma,5,64,25,0.853,,,191,103,225,107.8,,-4.8,340,0.4386,4,100,34,87.37,29,33,12.63
2014,423,Oklahoma St.,9,64,11,0.8918,,,183,102.8,245,108.1,,-5.3,336,0.4711,13,93.07,13,83.03,12,21,10.04
2014,422,Oregon,7,32,26,0.8521,,,162,105.6,312,113.2,,-7.6,350,0.4315,10,97.89,43,89.81,31,28,8.08
2014,421,Pittsburgh,9,32,12,0.8917,,,6,126.1,34,97,,29.1,43,0.7341,41,85.24,62,92.68,37,15,-7.44
2014,420,Providence,11,64,50,0.795,,,24,118.5,41,99.1,,19.4,41,0.7477,52,84.39,94,96.58,59,39,-12.19
2014,419,Saint Joseph's,10,64,41,0.8127,,,57,110.1,1,84.8,,25.3,46,0.6974,72,81.84,67,93.2,58,56,-11.36
2014,418,Saint Louis,5,32,35,0.8254,,,36,112.1,22,91.2,,20.9,74,0.7063,148,75.11,5,79.24,16,36,-4.13
2014,417,San Diego St.,4,16,27,0.8512,,,31,113.5,2,86.1,,27.4,54,0.7306,142,75.72,12,82.98,9,19,-7.26
2014,416,Stanford,10,16,40,0.8143,,,45,114.2,3,92,,22.2,38,0.7349,31,86.34,51,90.64,43,35,-4.3
2014,415,Stephen F. Austin,12,32,74,0.7554,,,36,114.2,70,99.1,,15.1,6,0.7583,86,80.88,121,98.35,85,69,-17.47
2014,414,Syracuse,3,32,20,0.8716,,,154,107.4,71,100.8,,6.6,193,0.556,95,79.53,72,93.71,42,13,-14.18
2014,413,Tennessee,11,16,19,0.8717,,,82,109.7,214,107.2,,2.5,230,0.5472,56,83.5,48,90.37,24,14,-6.87
2014,412,Texas,7,32,42,0.8094,,,62,111.9,85,99.8,,12.1,76,0.6829,51,84.4,22,84.51,28,44,-0.11
2014,411,Texas Southern,16,68,226,0.5211,,,138,106.8,45,96.7,,10.1,129,0.6278,133,76.23,299,113.28,281,247,-37.05
2014,410,Tulsa,13,64,86,0.7306,,,51,114.3,201,107.7,,6.6,102,0.6725,123,77.21,33,87.29,54,82,-10.08
2014,409,UCLA,4,16,13,0.8902,,,28,113.3,102,99.2,,14.1,174,0.564,6,98.26,16,84.19,12,18,14.07
2014,408,VCU,5,64,24,0.8547,,,138,105,139,102,,3,148,0.5997,58,83.36,1,73.83,7,26,9.53
2014,407,Villanova,2,32,6,0.9083,,,288,97.5,126,102.8,,-5.3,295,0.5171,15,92.66,8,82.02,4,8,10.64
2014,406,Virginia,1,16,21,0.8687,,,123,106.9,55,97.1,,9.8,250,0.5525,107,78.42,21,84.51,6,4,-6.09
2014,405,Weber St.,16,64,198,0.5694,,,134,105.3,85,98.8,,6.5,129,0.6125,188,71.94,271,109.59,223,170,-37.65
2014,404,Western Michigan,14,64,137,0.658,,,56,115.1,27,96.1,,19,207,0.5502,144,75.48,118,98.26,116,125,-22.78
2014,403,Wichita St.,1,32,9,0.8962,,,74,111.1,159,104.7,,6.4,196,0.5854,24,88.46,27,85.93,10,5,2.53
2014,402,Wisconsin,2,4,5,0.9129,,,69,109,80,97.1,,11.9,203,0.5603,14,92.94,74,94.38,41,9,-1.44
2014,401,Wofford,15,64,208,0.556,,,63,110.3,32,95.2,,15.1,69,0.6984,293,63.62,231,106.33,214,194,-42.71
2014,400,Xavier,12,68,47,0.799,,,37,117.1,17,94.9,,22.2,50,0.725,46,84.99,73,94.38,53,38,-9.39
2013,399,Akron,12,64,55,0.7953,,,27,115.1,1,86.9,,28.2,33,0.7502,76,77.47,38,86.22,38,53,-8.75
2013,398,Albany,15,64,139,0.6554,,,15,116.4,13,91.1,,25.3,48,0.6943,217,65.77,215,102.9,180,151,-37.13
2013,397,Arizona,6,16,12,0.8924,,,27,113.3,85,97.5,,15.8,27,0.7558,16,87.52,31,85.27,20,19,2.25
2013,396,Belmont,11,64,47,0.8107,,,20,117.5,113,102.5,,15,61,0.7014,24,84.96,42,86.83,35,42,-1.87
2013,395,Boise St.,13,68,51,0.8069,,,2,123.7,79,99.9,,23.8,79,0.6717,25,84.95,88,92.74,63,45,-7.79
2013,394,Bucknell,11,64,53,0.8049,,,41,112.8,68,97.8,,15,46,0.7148,126,72.75,86,92.55,67,51,-19.8
2013,393,Butler,6,32,35,0.8365,,,8,119.6,42,96.4,,23.2,48,0.7202,72,78.23,67,90.85,50,44,-12.62
2013,392,California,12,32,52,0.8053,,,36,112.3,71,96.6,,15.7,15,0.7437,86,76.58,43,87.58,42,59,-11
2013,391,Cincinnati,10,64,30,0.8481,,,213,102.8,158,105,,-2.2,278,0.5332,125,72.78,16,82.68,22,36,-9.9
2013,390,Colorado,10,64,54,0.7989,,,192,103.9,118,102.8,,1.1,288,0.5291,93,75.62,30,85.12,30,46,-9.5
2013,389,Colorado St.,8,32,29,0.8504,,,178,103.6,79,99.6,,4,261,0.5312,13,89.38,109,95.77,58,17,-6.39
2013,388,Creighton,7,32,11,0.8929,,,60,109.2,219,104.6,,4.6,254,0.5333,7,92.79,92,93,47,15,-0.21
2013,387,Davidson,14,64,63,0.7807,,,124,104.2,66,96,,8.2,181,0.5743,46,81.64,168,100.18,109,66,-18.54
2013,386,Duke,2,8,4,0.9569,,,167,105.3,27,96.3,,9,272,0.5365,2,98.29,14,82.1,6,8,16.19
2013,385,Florida,3,8,5,0.9547,,,84,112.1,175,107,,5.1,271,0.5231,17,87.47,8,79.76,2,1,7.71
2013,384,Florida Gulf Coast,15,16,129,0.6739,,,22,118.1,192,106,,12.1,147,0.5937,114,73.84,77,91.55,96,131,-17.71
2013,383,Georgetown,2,64,15,0.8868,,,83,110.3,107,101.2,,9.1,144,0.6121,137,72.03,7,79.65,4,12,-7.62
2013,382,Gonzaga,1,32,3,0.9592,,,93,107.4,10,89.7,,17.7,64,0.6981,4,94.99,29,85.1,12,3,9.89
2013,381,Harvard,14,32,103,0.7095,,,54,109.8,24,93.9,,15.9,67,0.6666,103,74.65,184,101.27,129,99,-26.62
2013,380,Illinois,7,32,26,0.8563,,,36,113.7,45,97.3,,16.4,44,0.7393,59,80.1,51,89.56,39,43,-9.46
2013,379,Indiana,1,16,1,0.9872,,,52,110.4,49,96.1,,14.3,82,0.6621,1,101.29,19,82.97,7,4,18.32
2013,378,Iona,15,64,84,0.7484,,,29,113.2,20,90.8,,22.4,30,0.7536,8,92.27,170,100.32,120,95,-8.05
2013,377,Iowa St.,10,32,40,0.8284,,,45,113.1,83,100.4,,12.7,76,0.6731,3,95.99,72,91.01,51,41,4.98
2013,376,James Madison,16,64,207,0.5543,,,31,114.7,78,99.4,,15.3,44,0.7177,244,63.76,173,100.49,179,191,-36.73
2013,375,Kansas,1,16,6,0.9288,,,27,116.1,45,97,,19.1,41,0.7231,19,86.75,2,76.16,3,9,10.59
2013,374,Kansas St.,4,64,24,0.8573,,,15,116.2,7,88.9,,27.3,50,0.709,45,81.74,79,91.75,44,24,-10.01
2013,373,La Salle,13,16,41,0.8225,,,16,121.2,139,105.3,,15.9,90,0.6628,41,81.96,62,90.4,54,57,-8.44
2013,372,Liberty,16,68,268,0.4453,,,36,116.3,84,101.3,,15,87,0.6964,199,66.75,307,111.87,299,266,-45.12
2013,371,LIU Brooklyn,16,68,196,0.571,,,12,118.1,59,98.3,,19.8,49,0.7371,23,85.96,288,109.75,247,185,-23.79
2013,370,Louisville,1,1,2,0.976,,,112,105.5,9,89.2,,16.3,110,0.6504,18,87.12,1,70.81,1,2,16.31
2013,369,Marquette,3,8,21,0.8619,,,31,113.5,54,96.7,,16.8,174,0.6051,35,82.82,83,92.16,46,22,-9.34
2013,368,Memphis,6,32,25,0.857,,,124,105.8,43,95.2,,10.6,186,0.571,38,82.37,5,79.35,18,37,3.02
2013,367,Miami FL,2,16,17,0.8774,,,43,111.6,114,99.6,,12,186,0.5809,40,82.22,26,84.38,16,13,-2.16
2013,366,Michigan,4,2,9,0.904,,,28,118.5,82,101.8,,16.7,47,0.73,6,93.25,89,92.85,40,7,0.4
2013,365,Michigan St.,3,16,13,0.891,,,47,112.6,33,95.2,,17.4,8,0.7627,48,81.37,17,82.69,9,11,-1.32
2013,364,Middle Tennessee,11,68,62,0.782,,,29,115.1,21,94.5,,20.6,30,0.7309,87,76.37,23,83.94,25,38,-7.57
2013,363,Minnesota,11,32,37,0.8343,,,18,114.7,30,94.4,,20.3,15,0.7205,43,81.83,81,91.87,41,20,-10.04
2013,362,Mississippi,12,32,49,0.8087,,,46,116.5,18,95.3,,21.2,115,0.6245,12,89.52,21,83.46,25,40,6.06
2013,361,Missouri,9,64,23,0.8602,,,124,107.7,14,93.6,,14.1,115,0.6527,11,90.21,41,86.76,27,25,3.45
2013,360,Montana,13,64,151,0.6364,,,110,105.6,11,89.7,,15.9,90,0.6874,151,71.07,229,103.99,181,139,-32.92
2013,359,New Mexico,3,64,34,0.8407,,,153,105.1,7,88.6,,16.5,90,0.6669,63,79.12,15,82.47,11,16,-3.35
2013,358,New Mexico St.,13,64,95,0.7211,,,68,110.5,37,95.7,,14.8,84,0.6638,129,72.73,82,92.1,79,81,-19.37
2013,357,North Carolina,8,32,22,0.8614,,,69,111.4,22,94.8,,16.6,89,0.6627,10,90.5,13,82.07,19,35,8.43
2013,356,North Carolina A&T,16,64,225,0.5195,,,55,111,28,94.4,,16.6,68,0.695,302,57.25,80,91.77,144,228,-34.52
2013,355,North Carolina St.,8,64,28,0.8504,,,92,109.8,6,89,,20.8,64,0.7071,5,93.67,75,91.36,47,32,2.31
2013,354,Northwestern St.,14,64,130,0.6725,,,16,115.1,47,95.1,,20,77,0.6892,27,84,76,91.38,100,137,-7.38
2013,353,Notre Dame,7,64,32,0.8417,,,91,107,31,94.5,,12.5,147,0.5968,36,82.64,152,99.23,88,26,-16.59
2013,352,Ohio St.,2,8,7,0.9168,,,175,106.2,49,99.5,,6.7,242,0.555,32,83.31,20,83.25,8,6,0.06
2013,351,Oklahoma,10,64,56,0.7945,,,95,109.7,146,103.9,,5.8,239,0.56,34,82.88,64,90.57,52,52,-7.69
2013,350,Oklahoma St.,5,64,14,0.8869,,,48,110.8,66,97.3,,13.5,305,0.484,51,80.94,9,79.93,12,23,1.01
2013,349,Oregon,12,16,45,0.8182,,,109,107.4,79,98.6,,8.8,278,0.5364,85,76.68,4,78.71,24,50,-2.03
2013,348,Pacific,15,64,128,0.6765,,,71,110.3,61,98,,12.3,249,0.5418,134,72.19,204,102.44,146,109,-30.25
2013,347,Pittsburgh,8,64,10,0.901,,,138,104,128,100.2,,3.8,314,0.4937,47,81.43,69,90.87,29,5,-9.44
2013,346,Saint Louis,4,32,19,0.8671,,,9,117.8,27,93.4,,24.4,12,0.7197,84,76.7,11,80.96,10,18,-4.26
2013,345,Saint Mary's,11,64,20,0.8631,,,9,118.3,62,95.6,,22.7,32,0.751,15,87.84,103,94.76,57,21,-6.92
2013,344,San Diego St.,7,32,39,0.8332,,,16,117,64,97.9,,19.1,49,0.7445,81,77.02,6,79.43,14,28,-2.41
2013,343,South Dakota St.,13,64,108,0.7024,,,1,128.5,23,95.9,,32.6,12,0.7624,53,80.85,277,108.15,184,94,-27.3
2013,342,Southern,16,64,186,0.5874,,,4,123.1,9,91.3,,31.8,24,0.7417,237,64.11,111,95.82,129,172,-31.71
2013,341,Syracuse,4,4,8,0.9066,,,14,118.8,7,91.6,,27.2,19,0.7372,22,86.1,27,84.51,17,14,1.59
2013,340,Temple,9,32,42,0.822,,,4,123.4,11,91.2,,32.2,22,0.7353,26,84.31,87,92.68,72,64,-8.37
2013,339,UCLA,6,64,38,0.8341,,,15,118,12,92.1,,25.9,25,0.735,20,86.4,36,85.84,32,47,0.56
2013,338,UNLV,5,64,27,0.8552,,,101,107,24,92.5,,14.5,9,0.7502,65,78.73,3,77.18,15,33,1.55
2013,337,Valparaiso,14,64,69,0.7697,,,204,104.8,6,92.7,,12.1,81,0.7126,58,80.28,112,96.09,81,61,-15.81
2013,336,VCU,5,32,16,0.8805,,,85,110.4,19,94.1,,16.3,84,0.704,14,89,24,84.07,21,27,4.93
2013,335,Villanova,9,64,44,0.8198,,,15,114.7,27,92.3,,22.4,68,0.7148,95,75.29,22,83.51,30,54,-8.22
2013,334,Western Kentucky,16,64,170,0.5984,,,2,123.7,5,87.2,,36.5,46,0.7462,176,69.28,147,99.05,157,180,-29.77
2013,333,Wichita St.,9,4,33,0.841,,,32,116,1,83.6,,32.4,20,0.753,69,78.32,40,86.51,28,29,-8.19
2013,332,Wisconsin,5,64,18,0.8769,,,42,113.3,1,86.4,,26.9,16,0.7544,128,72.73,10,80.83,5,10,-8.1
2012,331,Alabama,9,64,30,0.8267,,,9,119.9,3,90.1,,29.8,3,0.7673,157,71.83,17,82.9,17,25,-11.07
2012,330,Baylor,3,8,11,0.881,,,27,114.5,1,83.4,,31.1,31,0.7292,14,90.55,23,85.16,14,13,5.39
2012,329,Belmont,14,64,24,0.8317,,,33,114.1,2,86.9,,27.2,21,0.7391,9,95.33,62,90.32,37,26,5.01
2012,328,BYU,14,64,47,0.7906,,,104,106,5,88.8,,17.2,80,0.6593,40,83.71,7,78.33,25,56,5.38
2012,327,California,12,68,32,0.8214,,,19,114.5,47,95.9,,18.6,63,0.6813,44,82.86,33,86.37,24,29,-3.51
2012,326,Cincinnati,6,16,31,0.8238,,,51,110.1,50,94.8,,15.3,84,0.6962,88,77.07,56,89.11,38,35,-12.04
2012,325,Colorado,11,32,75,0.7409,,,11,118.8,24,93.9,,24.9,58,0.7224,156,71.91,67,90.79,67,87,-18.88
2012,324,Colorado St.,11,64,85,0.721,,,39,115.1,50,98,,17.1,65,0.6977,41,83.68,234,103.13,152,76,-19.45
2012,323,Connecticut,9,64,36,0.811,,,19,118.3,117,102.5,,15.8,51,0.7145,62,80.15,76,91.67,47,36,-11.52
2012,322,Creighton,8,32,28,0.828,,,339,94.4,150,105.4,,-11,359,0.4665,3,97.57,142,96.84,81,28,0.73
2012,321,Davidson,13,64,64,0.7551,,,6,122.1,154,103.9,,18.2,26,0.7409,27,86.23,95,93.43,77,71,-7.2
2012,320,Detroit,15,64,116,0.6688,,,124,106.8,21,93.6,,13.2,63,0.705,73,79.42,166,98.22,136,115,-18.8
2012,319,Duke,2,64,9,0.8913,,,68,113.3,25,96.8,,16.5,85,0.7076,7,95.52,44,87.95,23,17,7.57
2012,318,Florida,7,8,14,0.8676,,,189,103.1,107,101.2,,1.9,295,0.5123,8,95.49,133,96,65,15,-0.51
2012,317,Florida St.,3,32,21,0.8467,,,147,106.1,205,107,,-0.9,301,0.5046,72,79.49,6,77.95,11,24,1.54
2012,316,Georgetown,3,32,20,0.8487,,,14,117.8,53,98,,19.8,3,0.7964,81,77.86,16,82.72,11,14,-4.86
2012,315,Gonzaga,7,32,34,0.8176,,,10,116.8,68,96.2,,20.6,7,0.7763,37,84.16,28,85.83,22,27,-1.67
2012,314,Harvard,12,64,40,0.8029,,,13,119.8,39,97.2,,22.6,34,0.7383,146,72.3,86,92.75,53,33,-20.45
2012,313,Indiana,4,16,10,0.881,,,27,117.2,5,89.9,,27.3,40,0.7223,5,96.86,55,89.11,26,10,7.75
2012,312,Iona,14,68,52,0.7756,,,23,117.2,6,90.5,,26.7,8,0.7565,6,96.43,100,93.62,71,59,2.81
2012,311,Iowa St.,8,32,25,0.8297,,,28,114.2,35,94.9,,19.3,28,0.731,25,86.64,42,87.85,28,32,-1.21
2012,310,Kansas,2,2,4,0.9347,,,35,111.4,72,97.1,,14.3,18,0.7189,13,91.73,5,77.47,4,5,14.26
2012,309,Kansas St.,8,32,22,0.8456,,,170,106.4,114,103.4,,3,235,0.56,48,82.25,13,81.06,14,23,1.19
2012,308,Kentucky,1,1,1,0.9879,,,185,101.7,172,103.1,,-1.4,211,0.5633,4,96.97,8,78.64,3,1,18.33
2012,307,Lamar,16,68,109,0.6853,,,247,97.8,138,101,,-3.2,133,0.6066,67,79.97,78,91.77,85,100,-11.8
2012,306,Lehigh,15,32,82,0.7296,,,132,107.2,123,102.6,,4.6,193,0.5845,56,81.55,72,91.25,70,86,-9.7
2012,305,LIU Brooklyn,16,64,152,0.6164,,,56,109.7,99,98.3,,11.4,71,0.7115,19,88.59,104,93.96,130,165,-5.37
2012,304,Long Beach St.,12,64,42,0.7993,,,4,123,112,102.4,,20.6,70,0.6899,33,84.62,37,87.3,29,38,-2.68
2012,303,Louisville,4,4,18,0.8525,,,13,120.5,20,93.1,,27.4,127,0.6185,104,75.55,1,73.5,7,21,2.05
2012,302,Loyola MD,15,64,121,0.6656,,,56,112.2,4,90.2,,22,109,0.6417,168,70.83,138,96.43,128,129,-25.6
2012,301,Marquette,3,16,19,0.8518,,,26,114.6,15,92.6,,22,104,0.641,15,90.18,10,79.22,13,22,10.96
2012,300,Memphis,8,64,13,0.8728,,,16,117.5,11,92,,25.5,118,0.6399,17,89.73,14,81.55,8,11,8.18
2012,299,Michigan,4,64,29,0.8277,,,56,110.3,28,92.7,,17.6,89,0.6819,60,80.3,128,95.86,64,19,-15.56
2012,298,Michigan St.,1,16,5,0.9175,,,9,116.9,22,93.7,,23.2,84,0.6558,23,87.52,3,75.75,1,3,11.77
2012,297,Mississippi Valley St.,16,68,271,0.4436,,,112,105.5,68,96.2,,9.3,310,0.4812,189,68.61,150,97.37,187,233,-28.76
2012,296,Missouri,2,64,6,0.9171,,,120,107.1,126,102.8,,4.3,319,0.4914,1,103.84,74,91.31,30,4,12.53
2012,295,Montana,13,64,106,0.6909,,,14,122.4,25,95.8,,26.6,16,0.763,160,71.69,49,88.33,60,93,-16.64
2012,294,Murray St.,6,32,38,0.8061,,,14,120.2,38,98.8,,21.4,4,0.7923,57,81.09,41,87.68,32,41,-6.59
2012,293,New Mexico,5,32,17,0.8598,,,52,110.4,38,94.8,,15.6,10,0.7213,52,81.86,11,80.4,10,18,1.46
2012,292,New Mexico St.,13,64,65,0.7547,,,36,112.1,14,89.9,,22.2,20,0.7664,30,84.95,25,85.35,40,68,-0.4
2012,291,Norfolk St.,15,32,173,0.5834,,,56,110.7,3,87,,23.7,9,0.7878,191,68.53,112,94.55,145,188,-26.02
2012,290,North Carolina,1,8,3,0.9421,,,39,113.5,6,90.7,,22.8,42,0.721,2,100.92,2,73.87,4,8,27.05
2012,289,North Carolina St.,11,16,27,0.8283,,,63,111.8,22,94.8,,17,23,0.735,28,85.8,65,90.52,51,49,-4.72
2012,288,Notre Dame,7,64,81,0.7299,,,1,126.6,13,92.2,,34.4,12,0.7446,97,75.97,115,95.09,67,39,-19.12
2012,287,Ohio,13,16,58,0.7675,,,6,121.3,47,96.9,,24.4,2,0.7633,102,75.63,32,86.26,43,69,-10.63
2012,286,Ohio St.,2,4,2,0.9679,,,68,109.3,2,85.4,,23.9,14,0.7451,10,93.17,4,76.56,1,2,16.61
2012,285,Purdue,10,32,26,0.8294,,,30,111.9,4,88.7,,23.2,27,0.7091,20,88.37,144,97,84,31,-8.63
2012,284,Saint Louis,9,32,16,0.8621,,,73,113.2,226,109.5,,3.7,208,0.5499,69,79.69,24,85.32,14,12,-5.63
2012,283,Saint Mary's,7,64,41,0.8012,,,12,118.6,60,97.6,,21,130,0.6293,29,85.05,129,95.88,72,34,-10.83
2012,282,San Diego St.,6,64,51,0.7805,,,151,104.4,78,98.3,,6.1,220,0.5506,85,77.58,31,86.25,32,51,-8.67
2012,281,South Dakota St.,14,64,76,0.7385,,,248,100.2,125,102.7,,-2.5,311,0.4976,26,86.4,164,98.07,108,57,-11.67
2012,280,South Florida,12,32,69,0.7509,,,112,105.8,253,107.1,,-1.3,310,0.4802,261,63.79,68,90.81,52,50,-27.02
2012,279,Southern Miss,9,64,60,0.7636,,,248,101,53,98.4,,2.6,268,0.539,59,80.47,151,97.4,103,58,-16.93
2012,278,St. Bonaventure,14,64,53,0.7751,,,60,110,65,97.2,,12.8,100,0.64,71,79.5,110,94.5,75,55,-15
2012,277,Syracuse,1,8,7,0.9061,,,158,104,68,97.8,,6.2,175,0.5811,16,89.78,12,81.05,6,7,8.73
2012,276,Temple,5,64,23,0.8335,,,46,116.5,44,98.5,,18,65,0.705,18,89.25,63,90.32,44,40,-1.07
2012,275,Texas,11,64,43,0.7993,,,6,119.6,71,99.5,,20.1,13,0.767,24,86.75,53,88.92,35,30,-2.17
2012,274,UNC Asheville,16,64,149,0.6316,,,6,121.8,61,99.1,,22.7,13,0.7622,31,84.9,139,96.45,124,120,-11.55
2012,273,UNLV,6,64,35,0.8151,,,34,114.9,71,99.4,,15.5,17,0.7533,36,84.33,15,82.23,21,37,2.1
2012,272,Vanderbilt,5,32,12,0.8783,,,16,118.4,36,96,,22.4,21,0.7361,22,87.53,35,87.08,20,16,0.45
2012,271,VCU,12,32,45,0.7942,,,18,115.4,56,96.4,,19,5,0.7565,105,75.52,45,88.12,40,48,-12.6
2012,270,Vermont,16,64,147,0.6356,,,34,114,63,98.6,,15.4,20,0.7396,177,69.53,188,99.82,154,124,-30.29
2012,269,Virginia,10,64,33,0.8214,,,81,107.4,53,96,,11.4,30,0.7066,178,69.45,22,85.14,17,20,-15.69
2012,268,West Virginia,10,64,37,0.8091,,,62,114.7,111,103.9,,10.8,229,0.5414,49,82.11,77,91.69,53,42,-9.58
2012,267,Western Kentucky,16,64,181,0.5702,,,93,111,84,101.3,,9.7,139,0.6233,226,66.41,96,93.54,141,198,-27.13
2012,266,Wichita St.,5,64,8,0.905,,,208,101.1,103,99.3,,1.8,181,0.5589,11,92.54,18,84.49,9,9,8.05
2012,265,Wisconsin,4,16,15,0.8628,,,38,112.4,157,103.9,,8.5,155,0.6151,117,74.58,43,87.89,19,6,-13.31
2012,264,Xavier,10,16,61,0.7635,,,93,109.5,30,95.4,,14.1,186,0.5753,76,79.04,34,86.95,42,62,-7.91